"Assemblage","SC","m","Method","Order.q","qD","qD.LCL","qD.UCL","Site"
"Bac_002",0.995053085822594,2154,"Rarefaction",0,169.861613681271,166.317392854159,173.405834508382,"3"
"Bac_002",0.995484467693901,2231,"Rarefaction",0,170.225853515835,166.673665526183,173.778041505488,"3"
"Bac_002",0.995870160782673,2307,"Rarefaction",0,170.554334805228,166.988910226973,174.119759383483,"3"
"Bac_002",0.996225306736515,2384,"Rarefaction",0,170.858621308422,167.271203591651,174.446039025193,"3"
"Bac_002",0.996548852760968,2461,"Rarefaction",0,171.136787593378,167.514027536127,174.759547650629,"3"
"Bac_002",0.9968444367235,2538,"Rarefaction",0,171.391124898179,167.711504247143,175.070745549215,"3"
"Bac_002",0.997115168220686,2615,"Rarefaction",0,171.623665067584,167.856508129328,175.390822005839,"3"
"Bac_002",0.997363716020346,2692,"Rarefaction",0,171.836217730525,167.953654168263,175.718781292787,"3"
"Bac_002",0.997592378187341,2769,"Rarefaction",0,172.03040146668,168.018277606537,176.042525326822,"3"
"Bac_002",0.997803138982641,2846,"Rarefaction",0,172.20767042218,168.059490381573,176.355850462787,"3"
"Bac_002",0.997997713933571,2923,"Rarefaction",0,172.36933601332,168.084881340411,176.65379068623,"3"
"Bac_002",0.998177588224565,3000,"Rarefaction",0,172.516586875539,168.108098113195,176.925075637882,"3"
"Bac_002",0.0267823026840054,1,"Rarefaction",1,1,0.955598736447536,1.04440126355246,"3"
"Bac_002",0.55900023854369,77,"Rarefaction",1,36.8304212427582,34.8635823934096,38.7972600921069,"3"
"Bac_002",0.704710357349462,154,"Rarefaction",1,51.2038152504157,48.8641889992926,53.5434415015387,"3"
"Bac_002",0.787541220678158,231,"Rarefaction",1,59.3999350817453,56.8475102664684,61.9523598970223,"3"
"Bac_002",0.841018969150689,308,"Rarefaction",1,64.7112879165363,62.0134258497282,67.4091499833444,"3"
"Bac_002",0.877652684336684,385,"Rarefaction",1,68.4174611764658,65.6157277488058,71.2191946041257,"3"
"Bac_002",0.903743304456681,462,"Rarefaction",1,71.1376715751462,68.259071281224,74.0162718690683,"3"
"Bac_002",0.922881944786345,539,"Rarefaction",1,73.2105671676697,70.2728416271932,76.1482927081461,"3"
"Bac_002",0.937259072969669,616,"Rarefaction",1,74.8370894050203,71.8520282396582,77.8221505703823,"3"
"Bac_002",0.948274503715558,693,"Rarefaction",1,76.1438180654658,73.1194348838998,79.1682012470319,"3"
"Bac_002",0.956757341458772,769,"Rarefaction",1,77.201619454101,74.1439756088202,80.2592632993817,"3"
"Bac_002",0.96355962038665,846,"Rarefaction",1,78.0950372259205,75.0078724863635,81.1822019654775,"3"
"Bac_002",0.969002695780417,923,"Rarefaction",1,78.849348145261,75.7359818592196,81.9627144313024,"3"
"Bac_002",0.973407509199743,1000,"Rarefaction",1,79.4939656947522,76.3571706983828,82.6307606911216,"3"
"Bac_002",0.977008932376388,1077,"Rarefaction",1,80.0506909983608,76.8928961307098,83.2084858660118,"3"
"Bac_002",0.979981674524921,1154,"Rarefaction",1,80.5359949779709,77.3593893106308,83.7126006453109,"3"
"Bac_002",0.982457530978761,1231,"Rarefaction",1,80.9625369272228,77.7691203509821,84.1559535034635,"3"
"Bac_002",0.984537098725516,1308,"Rarefaction",1,81.3401926435254,78.1317919527138,84.548593334337,"3"
"Bac_002",0.986297943754247,1385,"Rarefaction",1,81.6767704720813,78.4550419448344,84.8984989993281,"3"
"Bac_002",0.987800409300163,1462,"Rarefaction",1,81.9785200842251,78.744947137235,85.2120930312153,"3"
"Bac_002",0.989076220551095,1538,"Rarefaction",1,82.2471381420885,79.0031598748347,85.4911164093423,"3"
"Bac_002",0.990195965674951,1615,"Rarefaction",1,82.4937864526421,79.2403981886924,85.7471747165919,"3"
"Bac_002",0.991171371097879,1692,"Rarefaction",1,82.7181635102598,79.4563404798174,85.9799865407022,"3"
"Bac_002",0.992026280219439,1769,"Rarefaction",1,82.9231107688921,79.6536714050356,86.1925501327486,"3"
"Bac_002",0.992779894449035,1846,"Rarefaction",1,83.1110094262135,79.8346257747661,86.387393077661,"3"
"Bac_002",0.993447778108476,1923,"Rarefaction",1,83.2838699690159,80.0010762504813,86.5666636875505,"3"
"Bac_002",0.994042625810227,2000,"Rarefaction",1,83.4434006267945,80.1546000863949,86.732201167194,"3"
"Bac_002",0.994574858243217,2077,"Rarefaction",1,83.5910618278802,80.2965289791767,86.8855946765838,"3"
"Bac_002",0.995053085822594,2154,"Rarefaction",1,83.7281097309871,80.4279864580824,87.0282330038917,"3"
"Bac_002",0.995484467693901,2231,"Rarefaction",1,83.8556303865886,80.5499138222812,87.161346950896,"3"
"Bac_002",0.995870160782673,2307,"Rarefaction",1,83.9730741075212,80.661668327875,87.2844798871675,"3"
"Bac_002",0.996225306736515,2384,"Rarefaction",1,84.0843470725154,80.766794082266,87.4019000627649,"3"
"Bac_002",0.996548852760968,2461,"Rarefaction",1,84.1885735810208,80.8641909570281,87.5129562050135,"3"
"Bac_002",0.9968444367235,2538,"Rarefaction",1,84.28639059301,80.9541180596384,87.6186631263816,"3"
"Bac_002",0.997115168220686,2615,"Rarefaction",1,84.3783610637761,81.0371495709724,87.7195725565798,"3"
"Bac_002",0.997363716020346,2692,"Rarefaction",1,84.4649843433827,81.1124391311734,87.817529555592,"3"
"Bac_002",0.997592378187341,2769,"Rarefaction",1,84.546704882251,81.1797820852005,87.9136276793014,"3"
"Bac_002",0.997803138982641,2846,"Rarefaction",1,84.6239196862896,81.2404600086169,88.0073793639623,"3"
"Bac_002",0.997997713933571,2923,"Rarefaction",1,84.6969842110972,81.2955378462734,88.0984305759211,"3"
"Bac_002",0.998177588224565,3000,"Rarefaction",1,84.7662179437733,81.3410886787381,88.1913472088086,"3"
"Bac_002",0.0267823026840054,1,"Rarefaction",2,1,0.956262523455778,1.04373747654422,"3"
"Bac_002",0.55900023854369,77,"Rarefaction",2,25.3668729948511,23.8151932627145,26.9185527269877,"3"
"Bac_002",0.704710357349462,154,"Rarefaction",2,30.2097467984373,28.2898762859028,32.1296173109718,"3"
"Bac_002",0.787541220678158,231,"Rarefaction",2,32.2628872431759,30.1313156661954,34.3944588201565,"3"
"Bac_002",0.841018969150689,308,"Rarefaction",2,33.3977907915978,31.1320570406895,35.6635245425061,"3"
"Bac_002",0.877652684336684,385,"Rarefaction",2,34.1178843460526,31.7606103458436,36.4751583462616,"3"
"Bac_002",0.903743304456681,462,"Rarefaction",2,34.6154497837579,32.1919687400397,37.0389308274761,"3"
"Bac_002",0.922881944786345,539,"Rarefaction",2,34.979832622553,32.5062352060205,37.4534300390856,"3"
"Bac_002",0.937259072969669,616,"Rarefaction",2,35.2581938878715,32.745269694582,37.771118081161,"3"
"Bac_002",0.948274503715558,693,"Rarefaction",2,35.4777791507507,32.9330946520463,38.0224636494551,"3"
"Bac_002",0.956757341458772,769,"Rarefaction",2,35.653337196565,33.0827142383988,38.2239601547312,"3"
"Bac_002",0.96355962038665,846,"Rarefaction",2,35.8003622807686,33.2075847839356,38.3931397776016,"3"
"Bac_002",0.969002695780417,923,"Rarefaction",2,35.9237859169324,33.3120671807156,38.5355046531493,"3"
"Bac_002",0.973407509199743,1000,"Rarefaction",2,36.0288686869092,33.4007521573467,38.6569852164718,"3"
"Bac_002",0.977008932376388,1077,"Rarefaction",2,36.1194162019265,33.4769569043495,38.7618754995035,"3"
"Bac_002",0.979981674524921,1154,"Rarefaction",2,36.1982490794528,33.5431357103482,38.8533624485573,"3"
"Bac_002",0.982457530978761,1231,"Rarefaction",2,36.2675026323113,33.6011425190416,38.9338627455809,"3"
"Bac_002",0.984537098725516,1308,"Rarefaction",2,36.3288229030033,33.652401564949,39.0052442410577,"3"
"Bac_002",0.986297943754247,1385,"Rarefaction",2,36.3834991794814,33.6980237723034,39.0689745866593,"3"
"Bac_002",0.987800409300163,1462,"Rarefaction",2,36.4325558131616,33.738887533428,39.1262240928952,"3"
"Bac_002",0.989076220551095,1538,"Rarefaction",2,36.4762697513002,33.7752414891938,39.1772980134065,"3"
"Bac_002",0.990195965674951,1615,"Rarefaction",2,36.5164553913411,33.8086063858599,39.2243043968222,"3"
"Bac_002",0.991171371097879,1692,"Rarefaction",2,36.5530603733384,33.8389464123225,39.2671743343544,"3"
"Bac_002",0.992026280219439,1769,"Rarefaction",2,36.5865428652315,33.8666481372973,39.3064375931658,"3"
"Bac_002",0.992779894449035,1846,"Rarefaction",2,36.6172860257444,33.8920339605841,39.3425380909047,"3"
"Bac_002",0.993447778108476,1923,"Rarefaction",2,36.6456128507253,33.9153746425342,39.3758510589165,"3"
"Bac_002",0.994042625810227,2000,"Rarefaction",2,36.6717974453522,33.9368986872513,39.4066962034531,"3"
"Bac_002",0.994574858243217,2077,"Rarefaction",2,36.696073938825,33.9567995058561,39.4353483717939,"3"
"Bac_002",0.995053085822594,2154,"Rarefaction",2,36.718643578326,33.9752409179381,39.4620462387138,"3"
"Bac_002",0.995484467693901,2231,"Rarefaction",2,36.7396802738975,33.992361304639,39.4869992431561,"3"
"Bac_002",0.995870160782673,2307,"Rarefaction",2,36.7590880863989,34.008077079484,39.5100990933138,"3"
"Bac_002",0.996225306736515,2384,"Rarefaction",2,36.7775082710234,34.0228956761417,39.532120865905,"3"
"Bac_002",0.996548852760968,2461,"Rarefaction",2,36.7947925617842,34.0366745405437,39.5529105830247,"3"
"Bac_002",0.9968444367235,2538,"Rarefaction",2,36.8110428840545,34.0494878343384,39.5725979337706,"3"
"Bac_002",0.997115168220686,2615,"Rarefaction",2,36.8263493241037,34.0615433000519,39.5911553481556,"3"
"Bac_002",0.997363716020346,2692,"Rarefaction",2,36.8407917966133,34.0726783219289,39.6089052712978,"3"
"Bac_002",0.997592378187341,2769,"Rarefaction",2,36.854441439348,34.0826532913696,39.6262295873265,"3"
"Bac_002",0.997803138982641,2846,"Rarefaction",2,36.8673618067219,34.0916999423523,39.6430236710916,"3"
"Bac_002",0.997997713933571,2923,"Rarefaction",2,36.8796098101655,34.0999963874327,39.6592232328983,"3"
"Bac_002",0.998177588224565,3000,"Rarefaction",2,36.8912366120801,34.1066577272912,39.675815496869,"3"
"Bac_005",0.0095299277558687,1,"Rarefaction",0,1,0.990373698352448,1.00962630164755,"3"
"Bac_005",0.651388482502347,150,"Rarefaction",0,88.4086476134394,85.8531860444387,90.9641091824401,"3"
"Bac_005",0.825055233856155,300,"Rarefaction",0,125.646525819257,122.785755654264,128.50729598425,"3"
"Bac_005",0.897969736792228,450,"Rarefaction",0,145.780646280957,142.806291650822,148.755000911092,"3"
"Bac_005",0.934966948840392,600,"Rarefaction",0,158.049605697341,154.922440422238,161.176770972445,"3"
"Bac_005",0.956064528246823,750,"Rarefaction",0,166.097391490142,162.780319870161,169.414463110123,"3"
"Bac_005",0.969056074058917,900,"Rarefaction",0,171.646350603267,168.144832572226,175.147868634308,"3"
"Bac_005",0.977442351197725,1049,"Rarefaction",0,175.594081435682,171.93782506048,179.250337810884,"3"
"Bac_005",0.983146339064424,1199,"Rarefaction",0,178.526019737347,174.745756631814,182.306282842881,"3"
"Bac_005",0.987118867737438,1349,"Rarefaction",0,180.740939691142,176.861062525485,184.620816856799,"3"
"Bac_005",0.989966270497667,1499,"Rarefaction",0,182.449659958235,178.483068077865,186.416251838605,"3"
"Bac_005",0.992065123121358,1649,"Rarefaction",0,183.79074199581,179.737083951623,187.844400039997,"3"
"Bac_005",0.993656377546207,1799,"Rarefaction",0,184.857213147188,180.69895571359,189.015470580787,"3"
"Bac_005",0.994889996694534,1948,"Rarefaction",0,185.707562365048,181.400255475136,190.01486925496,"3"
"Bac_005",0.99588634795994,2098,"Rarefaction",0,186.39725381077,181.810009838983,190.984497782557,"3"
"Bac_005",0.996706316087135,2248,"Rarefaction",0,186.951349081319,181.920585809596,191.982112353041,"3"
"Bac_005",0.997397742085949,2398,"Rarefaction",0,187.392518162312,181.88593840013,192.899097924494,"3"
"Bac_005",0.997993818170231,2548,"Rarefaction",0,187.737421953282,181.771701668345,193.703142238219,"3"
"Bac_005",0.998517969618377,2698,"Rarefaction",0,187.997872664175,181.580288715,194.415456613349,"3"
"Bac_005",0.99852125814733,2699,"Observed",0,188,181.579387676297,194.420612323703,"3"
"Bac_005",0.998524539379252,2700,"Extrapolation",0,188.001478741853,181.57810078001,194.424856703696,"3"
"Bac_005",0.998572893139568,2715,"Extrapolation",0,188.023270169837,181.555856941602,194.490683398071,"3"
"Bac_005",0.998622725131222,2731,"Extrapolation",0,188.045727787411,181.532635302674,194.558820272148,"3"
"Bac_005",0.998670817079814,2747,"Extrapolation",0,188.067401225577,181.509942961513,194.624859489641,"3"
"Bac_005",0.9987172297445,2763,"Extrapolation",0,188.088317866464,181.48778524726,194.688850485668,"3"
"Bac_005",0.998759268660757,2778,"Extrapolation",0,188.107263404725,181.467500593521,194.747026215928,"3"
"Bac_005",0.998802592756139,2794,"Extrapolation",0,188.126788130378,181.446385264605,194.807190996152,"3"
"Bac_005",0.998844404052431,2810,"Extrapolation",0,188.145631087909,181.425807595305,194.865454580512,"3"
"Bac_005",0.998884755373844,2826,"Extrapolation",0,188.163816083426,181.40576146311,194.921870703743,"3"
"Bac_005",0.998923697700059,2842,"Extrapolation",0,188.181366091775,181.386258612347,194.976473571203,"3"
"Bac_005",0.998958970253394,2857,"Extrapolation",0,188.197262255812,181.36845778867,195.026066722954,"3"
"Bac_005",0.99899532113018,2873,"Extrapolation",0,188.213644384284,181.349983045643,195.077305722926,"3"
"Bac_005",0.999030402700064,2889,"Extrapolation",0,188.229454478446,181.332030395965,195.126878560927,"3"
"Bac_005",0.999064259284947,2905,"Extrapolation",0,188.244712512701,181.31459172488,195.174833300521,"3"
"Bac_005",0.999096933659093,2921,"Extrapolation",0,188.259437763983,181.297658313809,195.221217214156,"3"
"Bac_005",0.999126528927705,2936,"Extrapolation",0,188.272775365038,181.28223392858,195.263316801496,"3"
"Bac_005",0.999157028958495,2952,"Extrapolation",0,188.286520712248,181.266252866026,195.30678855847,"3"
"Bac_005",0.999186463983349,2968,"Extrapolation",0,188.299786096782,181.250748903807,195.348823289757,"3"
"Bac_005",0.999214871190346,2984,"Extrapolation",0,188.31258827807,181.235711855205,195.389464700935,"3"
"Bac_005",0.99924228646903,3000,"Extrapolation",0,188.32494343033,181.221131341052,195.428755519608,"3"
"Bac_005",0.0095299277558687,1,"Rarefaction",1,1,0.990408348887373,1.00959165111263,"3"
"Bac_005",0.651388482502347,150,"Rarefaction",1,74.7640361928066,72.3461459448858,77.1819264407273,"3"
"Bac_005",0.825055233856155,300,"Rarefaction",1,98.6659457575804,95.8389700447166,101.492921470444,"3"
"Bac_005",0.897969736792228,450,"Rarefaction",1,110.064397352302,107.013139422631,113.115655281973,"3"
"Bac_005",0.934966948840392,600,"Rarefaction",1,116.608524403433,113.391716137805,119.82533266906,"3"
"Bac_005",0.956064528246823,750,"Rarefaction",1,120.805461968977,117.459938045438,124.150985892516,"3"
"Bac_005",0.969056074058917,900,"Rarefaction",1,123.703825168522,120.25726835239,127.150381984654,"3"
"Bac_005",0.977442351197725,1049,"Rarefaction",1,125.80260704534,122.275152316114,129.330061774565,"3"
"Bac_005",0.983146339064424,1199,"Rarefaction",1,127.405906207483,123.809895724071,131.001916690894,"3"
"Bac_005",0.987118867737438,1349,"Rarefaction",1,128.660199658877,125.003730194263,132.316669123491,"3"
"Bac_005",0.989966270497667,1499,"Rarefaction",1,129.666644867014,125.95465136976,133.378638364269,"3"
"Bac_005",0.992065123121358,1649,"Rarefaction",1,130.491144012865,126.726335712799,134.255952312931,"3"
"Bac_005",0.993656377546207,1799,"Rarefaction",1,131.178327348605,127.360891763188,134.995762934022,"3"
"Bac_005",0.994889996694534,1948,"Rarefaction",1,131.755839872638,127.881248138181,135.630431607095,"3"
"Bac_005",0.99588634795994,2098,"Rarefaction",1,132.253786646073,128.296369504704,136.211203787443,"3"
"Bac_005",0.996706316087135,2248,"Rarefaction",1,132.684544091175,128.613995197069,136.755092985282,"3"
"Bac_005",0.997397742085949,2398,"Rarefaction",1,133.060584945549,128.871525014977,137.249644876121,"3"
"Bac_005",0.997993818170231,2548,"Rarefaction",1,133.39146920146,129.083857674905,137.699080728014,"3"
"Bac_005",0.998517969618377,2698,"Rarefaction",1,133.68384557409,129.261034141772,138.106657006408,"3"
"Bac_005",0.99852125814733,2699,"Observed",1,133.686488352014,129.26285513148,138.110121572549,"3"
"Bac_005",0.998524539379252,2700,"Extrapolation",1,133.688329586266,129.26417621782,138.112482954712,"3"
"Bac_005",0.998572893139568,2715,"Extrapolation",1,133.715864608533,129.280650651488,138.151078565578,"3"
"Bac_005",0.998622725131222,2731,"Extrapolation",1,133.745063444962,129.298484206628,138.191642683296,"3"
"Bac_005",0.998670817079814,2747,"Extrapolation",1,133.774085932843,129.316577941104,138.231593924581,"3"
"Bac_005",0.9987172297445,2763,"Extrapolation",1,133.802933137246,129.334922451234,138.270943823257,"3"
"Bac_005",0.998759268660757,2778,"Extrapolation",1,133.829819139887,129.352339743334,138.307298536441,"3"
"Bac_005",0.998802592756139,2794,"Extrapolation",1,133.858329739434,129.371143089463,138.345516389404,"3"
"Bac_005",0.998844404052431,2810,"Extrapolation",1,133.88666814709,129.390169264298,138.383167029882,"3"
"Bac_005",0.998884755373844,2826,"Extrapolation",1,133.914835402822,129.409405394327,138.420265411318,"3"
"Bac_005",0.998923697700059,2842,"Extrapolation",1,133.942832540315,129.428856755121,138.456808325508,"3"
"Bac_005",0.998958970253394,2857,"Extrapolation",1,133.968926268569,129.447275564949,138.490576972189,"3"
"Bac_005",0.99899532113018,2873,"Extrapolation",1,133.996596720247,129.467112540122,138.526080900373,"3"
"Bac_005",0.999030402700064,2889,"Extrapolation",1,134.024100054172,129.487137200097,138.561062908247,"3"
"Bac_005",0.999064259284947,2905,"Extrapolation",1,134.051437279661,129.507340775375,138.595533783948,"3"
"Bac_005",0.999096933659093,2921,"Extrapolation",1,134.078609399941,129.527714626061,138.629504173821,"3"
"Bac_005",0.999126528927705,2936,"Extrapolation",1,134.10393420048,129.546962197228,138.660906203733,"3"
"Bac_005",0.999157028958495,2952,"Extrapolation",1,134.130789261695,129.567641912412,138.693936610979,"3"
"Bac_005",0.999186463983349,2968,"Extrapolation",1,134.157482129767,129.588467387211,138.726496872323,"3"
"Bac_005",0.999214871190346,2984,"Extrapolation",1,134.184013784274,129.609430598898,138.758596969649,"3"
"Bac_005",0.99924228646903,3000,"Extrapolation",1,134.210385198876,129.630523699358,138.790246698394,"3"
"Bac_005",0.0095299277558687,1,"Rarefaction",2,1,0.99046277057304,1.00953722942696,"3"
"Bac_005",0.651388482502347,150,"Rarefaction",2,61.9845116157333,59.5717699741562,64.3972532573103,"3"
"Bac_005",0.825055233856155,300,"Rarefaction",2,77.9332426025065,74.7766040431839,81.089881161829,"3"
"Bac_005",0.897969736792228,450,"Rarefaction",2,85.2444258658081,81.5916230397025,88.8972286919137,"3"
"Bac_005",0.934966948840392,600,"Rarefaction",2,89.4397490983138,85.4396294381102,93.4398687585174,"3"
"Bac_005",0.956064528246823,750,"Rarefaction",2,92.1611887468661,87.9097744587732,96.4126030349591,"3"
"Bac_005",0.969056074058917,900,"Rarefaction",2,94.0693947018475,89.6306005284111,98.5081888752839,"3"
"Bac_005",0.977442351197725,1049,"Rarefaction",2,95.4733067239805,90.8909151009158,100.055698347045,"3"
"Bac_005",0.983146339064424,1199,"Rarefaction",2,96.5623058071095,91.8641279421906,101.260483672028,"3"
"Bac_005",0.987118867737438,1349,"Rarefaction",2,97.4264494041842,92.6318713912797,102.221027417089,"3"
"Bac_005",0.989966270497667,1499,"Rarefaction",2,98.1288627889958,93.250780552124,103.006945025868,"3"
"Bac_005",0.992065123121358,1649,"Rarefaction",2,98.7110637291705,93.7576335168237,103.664493941517,"3"
"Bac_005",0.993656377546207,1799,"Rarefaction",2,99.2014799181555,94.1767952269678,104.226164609343,"3"
"Bac_005",0.994889996694534,1948,"Rarefaction",2,99.6176413360213,94.5214873936035,104.713795278439,"3"
"Bac_005",0.99588634795994,2098,"Rarefaction",2,99.9797061436087,94.7987988256245,105.160613461593,"3"
"Bac_005",0.996706316087135,2248,"Rarefaction",2,100.295587879163,95.0180177051462,105.57315805318,"3"
"Bac_005",0.997397742085949,2398,"Rarefaction",2,100.573593148757,95.2128304470444,105.934355850469,"3"
"Bac_005",0.997993818170231,2548,"Rarefaction",2,100.820148953673,95.395697453895,106.244600453451,"3"
"Bac_005",0.998517969618377,2698,"Rarefaction",2,101.039702605451,95.5621613634809,106.517243847421,"3"
"Bac_005",0.99852125814733,2699,"Observed",2,101.041694985783,95.5637883582245,106.519601613341,"3"
"Bac_005",0.998524539379252,2700,"Extrapolation",2,101.043082642106,95.5649627332534,106.521202550959,"3"
"Bac_005",0.998572893139568,2715,"Extrapolation",2,101.063779343829,95.5807886982523,106.546769989406,"3"
"Bac_005",0.998622725131222,2731,"Extrapolation",2,101.085614419244,95.5976367984989,106.573592039988,"3"
"Bac_005",0.998670817079814,2747,"Extrapolation",2,101.107204409097,95.6144454429132,106.599963375281,"3"
"Bac_005",0.9987172297445,2763,"Extrapolation",2,101.128553416767,95.6312094592741,106.62589737426,"3"
"Bac_005",0.998759268660757,2778,"Extrapolation",2,101.148352819977,95.6468809311661,106.649824708787,"3"
"Bac_005",0.998802592756139,2794,"Extrapolation",2,101.16924626363,95.663545174773,106.674947352486,"3"
"Bac_005",0.998844404052431,2810,"Extrapolation",2,101.189910261276,95.6801517274368,106.699668795115,"3"
"Bac_005",0.998884755373844,2826,"Extrapolation",2,101.210348571844,95.6966982645548,106.723998879133,"3"
"Bac_005",0.998923697700059,2842,"Extrapolation",2,101.230564872601,95.7131751805719,106.74795456463,"3"
"Bac_005",0.998958970253394,2857,"Extrapolation",2,101.249319225105,95.72855858025,106.770079869961,"3"
"Bac_005",0.99899532113018,2873,"Extrapolation",2,101.269115551362,95.7448955978734,106.793335504851,"3"
"Bac_005",0.999030402700064,2889,"Extrapolation",2,101.288700218178,95.7611559681444,106.816244468211,"3"
"Bac_005",0.999064259284947,2905,"Extrapolation",2,101.308076602049,95.7773374622843,106.838815741815,"3"
"Bac_005",0.999096933659093,2921,"Extrapolation",2,101.327248008036,95.7934380481277,106.861057967945,"3"
"Bac_005",0.999126528927705,2936,"Extrapolation",2,101.345037917813,95.8084572202448,106.881618615381,"3"
"Bac_005",0.999157028958495,2952,"Extrapolation",2,101.363821326158,95.8243959403159,106.903246712,"3"
"Bac_005",0.999186463983349,2968,"Extrapolation",2,101.382409069706,95.8402488034044,106.924569336007,"3"
"Bac_005",0.999214871190346,2984,"Extrapolation",2,101.400804189945,95.8560144363567,106.945593943533,"3"
"Bac_005",0.99924228646903,3000,"Extrapolation",2,101.41900966565,95.8716916076283,106.966327723673,"3"
"Bac_006",0.0151375780475691,1,"Rarefaction",0,1,0.976752928704093,1.02324707129591,"3"
"Bac_006",0.69565714524659,123,"Rarefaction",0,66.780214476116,63.7329273599049,69.8275015923271,"3"
"Bac_006",0.846813143698054,245,"Rarefaction",0,93.1724456470033,89.3938544107005,96.951036883306,"3"
"Bac_006",0.908432017143583,367,"Rarefaction",0,107.67098703063,103.474431172794,111.867542888466,"3"
"Bac_006",0.939999831066867,489,"Rarefaction",0,116.742219178228,112.317934985968,121.166503370489,"3"
"Bac_006",0.958134584065859,611,"Rarefaction",0,122.870875128782,118.293639819834,127.44811043773,"3"
"Bac_006",0.969291670418267,733,"Rarefaction",0,127.251693666685,122.519024658241,131.984362675129,"3"
"Bac_006",0.976500351380661,855,"Rarefaction",0,130.531668520744,125.586827919702,135.476509121787,"3"
"Bac_006",0.981347703166875,977,"Rarefaction",0,133.086778896388,127.843626370541,138.329931422236,"3"
"Bac_006",0.984723219376587,1099,"Rarefaction",0,135.146321535319,129.509004338992,140.783638731646,"3"
"Bac_006",0.987148290781378,1221,"Rarefaction",0,136.855599190628,130.710282320022,143.000916061234,"3"
"Bac_006",0.988939071264586,1343,"Rarefaction",0,138.309887183273,131.46336710649,145.156407260055,"3"
"Bac_006",0.990293052880384,1465,"Rarefaction",0,139.57370945671,131.689963601173,147.457455312247,"3"
"Bac_006",0.991337239401708,1587,"Rarefaction",0,140.692123360028,131.820186639493,149.564060080563,"3"
"Bac_006",0.992155705867178,1709,"Rarefaction",0,141.697498258725,131.967734160128,151.427262357321,"3"
"Bac_006",0.992805627129327,1831,"Rarefaction",0,142.613696504782,132.124726600682,153.102666408882,"3"
"Bac_006",0.993326716106259,1953,"Rarefaction",0,143.458734764271,132.304369519463,154.613100009079,"3"
"Bac_006",0.993746880060711,2075,"Rarefaction",0,144.246542030338,132.515693663184,155.977390397493,"3"
"Bac_006",0.994088221919054,2198,"Rarefaction",0,144.99356409391,132.772753408123,157.214374779697,"3"
