"Assemblage","SC","m","Method","Order.q","qD","qD.LCL","qD.UCL","Type"
"Bac_004",0.996118002721569,960,"Rarefaction",2,52.7041777627902,49.4419338646926,55.9664216608878,"leaf"
"Bac_004",0.997386986621767,1056,"Rarefaction",2,52.9637709956936,49.6374261759557,56.2901158154315,"leaf"
"Bac_004",0.998268940589603,1152,"Rarefaction",2,53.1820601068112,49.8026053614137,56.5615148522088,"leaf"
"Bac_004",0.998881229940721,1248,"Rarefaction",2,53.3681766358535,49.9898015056946,56.7465517660123,"leaf"
"Bac_004",0.999304193872202,1344,"Rarefaction",2,53.528745011898,50.1493813174449,56.9081087063511,"leaf"
"Bac_004",0.999593671523971,1440,"Rarefaction",2,53.668687822614,50.2721090708389,57.0652665743892,"leaf"
"Bac_004",0.999788911207937,1536,"Rarefaction",2,53.791739493041,50.3673943149805,57.2160846711015,"leaf"
"Bac_004",0.999917737681889,1632,"Rarefaction",2,53.9007839592281,50.4426314627424,57.3589364557139,"leaf"
"Bac_004",1,1729,"Observed",2,53.999042647351,50.2634040422757,57.7346812524263,"leaf"
"Bac_008",0.0314030625283845,1,"Rarefaction",0,1.00000545586834,0.933243266120014,1.06676764561666,"leaf"
"Bac_008",0.747728941775104,157,"Rarefaction",0,72.266241112425,69.7603669424697,74.7721152823804,"leaf"
"Bac_008",0.881597627136217,313,"Rarefaction",0,99.4654298006629,96.8955409515656,102.03531864976,"leaf"
"Bac_008",0.935265106926232,470,"Rarefaction",0,113.313220949239,110.893200092787,115.733241805691,"leaf"
"Bac_008",0.961103114514202,626,"Rarefaction",0,121.193423321355,118.915402672336,123.471443970374,"leaf"
"Bac_008",0.975291648752811,782,"Rarefaction",0,126.060634563172,123.897260840667,128.224008285676,"leaf"
"Bac_008",0.983779084374113,939,"Rarefaction",0,129.223626167808,127.152387748515,131.294864587102,"leaf"
"Bac_008",0.989064247160345,1095,"Rarefaction",0,131.314037080092,129.316504912916,133.311569247267,"leaf"
"Bac_008",0.992501516478483,1251,"Rarefaction",0,132.735095793708,130.788966208966,134.681225378449,"leaf"
"Bac_008",0.994804710915016,1408,"Rarefaction",0,133.720754144713,131.788885165416,135.65262312401,"leaf"
"Bac_008",0.996355988651585,1564,"Rarefaction",0,134.403356442248,132.427928564305,136.378784320192,"leaf"
"Bac_008",0.997423459617149,1720,"Rarefaction",0,134.884000295132,132.747639348509,137.020361241755,"leaf"
"Bac_008",0.998169582060783,1877,"Rarefaction",0,135.226798072766,132.424174304651,138.029421840881,"leaf"
"Bac_008",0.99868784825772,2033,"Rarefaction",0,135.469791512169,131.588042555856,139.351540468482,"leaf"
"Bac_008",0.999051006015034,2189,"Rarefaction",0,135.644657424889,130.815457830597,140.473857019182,"leaf"
"Bac_008",0.999304708225511,2346,"Rarefaction",0,135.772617716021,130.226914259524,141.318321172518,"leaf"
"Bac_008",0.999475261480052,2502,"Rarefaction",0,135.866955399418,129.822634196513,141.911276602322,"leaf"
"Bac_008",0.999584177346304,2658,"Rarefaction",0,135.939670218597,129.568668053238,142.310672383957,"leaf"
"Bac_008",0.999644886363636,2815,"Rarefaction",0,135.999492577886,129.44425725279,142.554727902982,"leaf"
"Bac_008",0.999645138485494,2816,"Observed",0,136,129.443970779107,142.556029220893,"leaf"
"Bac_008",0.999645390428351,2817,"Extrapolation",0,136.000354861514,129.443542905833,142.557166817196,"leaf"
"Bac_008",0.999680772586015,2965,"Extrapolation",0,136.050190630582,129.385780994164,142.714600267,"leaf"
"Bac_008",0.999712624390352,3113,"Extrapolation",0,136.095053896989,129.333289962373,142.856817831605,"leaf"
"Bac_008",0.999741298092199,3261,"Extrapolation",0,136.135440806038,129.285698195037,142.985183417038,"leaf"
"Bac_008",0.999767110795582,3409,"Extrapolation",0,136.171797998752,129.242588162723,143.101007834781,"leaf"
"Bac_008",0.999790347964592,3557,"Extrapolation",0,136.204527551301,129.203568108004,143.205486994598,"leaf"
"Bac_008",0.999811266580344,3705,"Extrapolation",0,136.233991421588,129.168273258835,143.299709584341,"leaf"
"Bac_008",0.999830218609158,3854,"Extrapolation",0,136.260685354171,129.136161163771,143.385209544572,"leaf"
"Bac_008",0.999847159020301,4002,"Extrapolation",0,136.284545923267,129.10735006507,143.461741781464,"leaf"
"Bac_008",0.999862409154741,4150,"Extrapolation",0,136.306025737625,129.081327859523,143.530723615727,"leaf"
"Bac_008",0.999876137664542,4298,"Extrapolation",0,136.32536234368,129.057833194966,143.592891492394,"leaf"
"Bac_008",0.999888496374042,4446,"Extrapolation",0,136.342769586011,129.036627347747,143.648911824274,"leaf"
"Bac_008",0.99989962195888,4594,"Extrapolation",0,136.358439972255,129.017492722316,143.699387222194,"leaf"
"Bac_008",0.999909701612664,4743,"Extrapolation",0,136.37263716461,129.000120611853,143.745153717366,"leaf"
"Bac_008",0.999918711385758,4891,"Extrapolation",0,136.385327430013,128.984563282371,143.786091577655,"leaf"
"Bac_008",0.999926822183647,5039,"Extrapolation",0,136.396751488841,128.970534759523,143.822968218158,"leaf"
"Bac_008",0.999934123704088,5187,"Extrapolation",0,136.407035680381,128.957886996709,143.856184364054,"leaf"
"Bac_008",0.99994069669499,5335,"Extrapolation",0,136.416293738067,128.946485833589,143.886101642546,"leaf"
"Bac_008",0.999946613847418,5483,"Extrapolation",0,136.424628047263,128.936209817054,143.913046277471,"leaf"
"Bac_008",0.999951974720462,5632,"Extrapolation",0,136.432178836946,128.926889688709,143.937467985183,"leaf"
"Bac_008",0.0314030625283845,1,"Rarefaction",1,1.00000539018827,0.933982373243603,1.06602840713293,"leaf"
"Bac_008",0.747728941775104,157,"Rarefaction",1,47.9118007420298,45.4993199158642,50.3242815681955,"leaf"
"Bac_008",0.881597627136217,313,"Rarefaction",1,58.9232748679923,56.1239523313463,61.7225974046383,"leaf"
"Bac_008",0.935265106926232,470,"Rarefaction",1,63.8164464827869,60.8403128428207,66.792580122753,"leaf"
"Bac_008",0.961103114514202,626,"Rarefaction",1,66.4916810990535,63.419390586656,69.563971611451,"leaf"
"Bac_008",0.975291648752811,782,"Rarefaction",1,68.1632984137737,65.0325379683066,71.2940588592408,"leaf"
"Bac_008",0.983779084374113,939,"Rarefaction",1,69.3024752851342,66.1326683148186,72.4722822554498,"leaf"
"Bac_008",0.989064247160345,1095,"Rarefaction",1,70.1145406990388,66.916333844883,73.3127475531945,"leaf"
"Bac_008",0.992501516478483,1251,"Rarefaction",1,70.723557542085,67.5017382943648,73.9453767898052,"leaf"
"Bac_008",0.994804710915016,1408,"Rarefaction",1,71.1985905079281,67.9539656934988,74.4432153223574,"leaf"
"Bac_008",0.996355988651585,1564,"Rarefaction",1,71.5744346709813,68.3050969348943,74.8437724070683,"leaf"
"Bac_008",0.997423459617149,1720,"Rarefaction",1,71.8806370285246,68.5827704531173,75.1785036039319,"leaf"
"Bac_008",0.998169582060783,1877,"Rarefaction",1,72.1362255441885,68.809186614618,75.463264473759,"leaf"
"Bac_008",0.99868784825772,2033,"Rarefaction",1,72.3501691162483,68.9652857974825,75.7350524350141,"leaf"
"Bac_008",0.999051006015034,2189,"Rarefaction",1,72.532921891243,69.0819854768836,75.9838583056025,"leaf"
"Bac_008",0.999304708225511,2346,"Rarefaction",1,72.6917789072521,69.1966216703363,76.1869361441678,"leaf"
"Bac_008",0.999475261480052,2502,"Rarefaction",1,72.8294907376006,69.3052936766806,76.3536877985205,"leaf"
"Bac_008",0.999584177346304,2658,"Rarefaction",1,72.9507621948738,69.4065489089992,76.4949754807484,"leaf"
"Bac_008",0.999644886363636,2815,"Rarefaction",1,73.0587734164522,69.502721753079,76.6148250798255,"leaf"
"Bac_008",0.999645138485494,2816,"Observed",1,73.0597030510055,69.5036512829492,76.6157548190618,"leaf"
"Bac_008",0.999645390428351,2817,"Extrapolation",1,73.0603534106457,69.5042726665056,76.6164341547859,"leaf"
"Bac_008",0.999680772586015,2965,"Extrapolation",1,73.1540819065749,69.5903957039201,76.7177681092297,"leaf"
"Bac_008",0.999712624390352,3113,"Extrapolation",1,73.2429688937463,69.6721543550392,76.8137834324534,"leaf"
"Bac_008",0.999741298092199,3261,"Extrapolation",1,73.3272644583992,69.7496788177138,76.9048500990846,"leaf"
"Bac_008",0.999767110795582,3409,"Extrapolation",1,73.4072057686664,69.8231927720393,76.9912187652936,"leaf"
"Bac_008",0.999790347964592,3557,"Extrapolation",1,73.4830177418524,69.8929070243014,77.0731284594034,"leaf"
"Bac_008",0.999811266580344,3705,"Extrapolation",1,73.5549136772482,69.959020568829,77.1508067856675,"leaf"
"Bac_008",0.999830218609158,3854,"Extrapolation",1,73.6235443575635,70.0221339769668,77.2249547381601,"leaf"
"Bac_008",0.999847159020301,4002,"Extrapolation",1,73.6881814456482,70.0815789761528,77.2947839151435,"leaf"
"Bac_008",0.999862409154741,4150,"Extrapolation",1,73.7494797302565,70.1379587715912,77.3610006889217,"leaf"
"Bac_008",0.999876137664542,4298,"Extrapolation",1,73.8076116759746,70.1914326842995,77.4237906676496,"leaf"
"Bac_008",0.999888496374042,4446,"Extrapolation",1,73.8627408387988,70.2421515328249,77.4833301447727,"leaf"
"Bac_008",0.99989962195888,4594,"Extrapolation",1,73.9150223263027,70.2902581192681,77.5397865333373,"leaf"
"Bac_008",0.999909701612664,4743,"Extrapolation",1,73.9649293764796,70.3361878325718,77.5936709203874,"leaf"
"Bac_008",0.999918711385758,4891,"Extrapolation",1,74.0119323550825,70.3794529069468,77.6444118032181,"leaf"
"Bac_008",0.999926822183647,5039,"Extrapolation",1,74.0565074132289,70.420491000521,77.6925238259367,"leaf"
"Bac_008",0.999934123704088,5187,"Extrapolation",1,74.0987799642008,70.4594168762436,77.738143052158,"leaf"
"Bac_008",0.99994069669499,5335,"Extrapolation",1,74.138868943104,70.4963392217673,77.7813986644407,"leaf"
"Bac_008",0.999946613847418,5483,"Extrapolation",1,74.1768871414985,70.5313609653148,77.8224133176823,"leaf"
"Bac_008",0.999951974720462,5632,"Extrapolation",1,74.2131786899128,70.5647981446268,77.8615592351989,"leaf"
"Bac_008",0.0314030625283845,1,"Rarefaction",2,1.00000528975473,0.935116008845566,1.06489457066389,"leaf"
"Bac_008",0.747728941775104,157,"Rarefaction",2,26.6153502412293,24.1308858645855,29.0998146178732,"leaf"
"Bac_008",0.881597627136217,313,"Rarefaction",2,28.9876466341294,26.0703778236977,31.9049154445611,"leaf"
"Bac_008",0.935265106926232,470,"Rarefaction",2,29.8830919347158,26.7805766473389,32.9856072220927,"leaf"
"Bac_008",0.961103114514202,626,"Rarefaction",2,30.3488532859268,27.144898159411,33.5528084124426,"leaf"
"Bac_008",0.975291648752811,782,"Rarefaction",2,30.635837938704,27.3673486476912,33.9043272297167,"leaf"
"Bac_008",0.983779084374113,939,"Rarefaction",2,30.8314494095443,27.517736285111,34.1451625339775,"leaf"
"Bac_008",0.989064247160345,1095,"Rarefaction",2,30.9717785978559,27.6246234493981,34.3189337463136,"leaf"
"Bac_008",0.992501516478483,1251,"Rarefaction",2,31.0779518163406,27.7045662835196,34.4513373491617,"leaf"
"Bac_008",0.994804710915016,1408,"Rarefaction",2,31.1615610738368,27.7666839220171,34.5564382256564,"leaf"
"Bac_008",0.996355988651585,1564,"Rarefaction",2,31.2283333920434,27.8157489415544,34.6409178425323,"leaf"
"Bac_008",0.997423459617149,1720,"Rarefaction",2,31.2832068908342,27.8567273833543,34.7096863983141,"leaf"
"Bac_008",0.998169582060783,1877,"Rarefaction",2,31.3293718946562,27.8969802079323,34.7617635813801,"leaf"
"Bac_008",0.99868784825772,2033,"Rarefaction",2,31.3682861476552,27.9250461840784,34.811526111232,"leaf"
"Bac_008",0.999051006015034,2189,"Rarefaction",2,31.401730978022,27.9458742307839,34.8575877252602,"leaf"
"Bac_008",0.999304708225511,2346,"Rarefaction",2,31.4309577154686,27.965278003973,34.8966374269641,"leaf"
"Bac_008",0.999475261480052,2502,"Rarefaction",2,31.4564095534454,27.9825547928429,34.9302643140479,"leaf"
"Bac_008",0.999584177346304,2658,"Rarefaction",2,31.4789080934156,27.9993628597866,34.9584533270446,"leaf"
"Bac_008",0.999644886363636,2815,"Rarefaction",2,31.4990084886299,28.016091885486,34.9819250917739,"leaf"
"Bac_008",0.999645138485494,2816,"Observed",2,31.4991817214039,28.0162683404947,34.9820951023132,"leaf"
"Bac_008",0.999645390428351,2817,"Extrapolation",2,31.4993028715337,28.0163830818085,34.9822226612589,"leaf"
"Bac_008",0.999680772586015,2965,"Extrapolation",2,31.5163413211812,28.031297803892,35.0013848384705,"leaf"
"Bac_008",0.999712624390352,3113,"Extrapolation",2,31.5317755624846,28.0447248135703,35.018826311399,"leaf"
"Bac_008",0.999741298092199,3261,"Extrapolation",2,31.5458219691426,28.0568397847865,35.0348041534988,"leaf"
"Bac_008",0.999767110795582,3409,"Extrapolation",2,31.5586596767635,28.0678170308544,35.0495023226725,"leaf"
"Bac_008",0.999790347964592,3557,"Extrapolation",2,31.5704382632949,28.0778016532592,35.0630748733306,"leaf"
"Bac_008",0.999811266580344,3705,"Extrapolation",2,31.5812836038375,28.0869154061849,35.0756518014901,"leaf"
"Bac_008",0.999830218609158,3854,"Extrapolation",2,31.5913674849294,28.095315192817,35.0874197770418,"leaf"
"Bac_008",0.999847159020301,4002,"Extrapolation",2,31.6006460426675,28.102976292593,35.098315792742,"leaf"
"Bac_008",0.999862409154741,4150,"Extrapolation",2,31.6092676868829,28.1100324767709,35.1085028969949,"leaf"
"Bac_008",0.999876137664542,4298,"Extrapolation",2,31.6172997957464,28.1165482580321,35.1180513334606,"leaf"
"Bac_008",0.999888496374042,4446,"Extrapolation",2,31.6248008376086,28.1225794820321,35.1270221931851,"leaf"
"Bac_008",0.99989962195888,4594,"Extrapolation",2,31.6318217966192,28.1281747331345,35.1354688601038,"leaf"
"Bac_008",0.999909701612664,4743,"Extrapolation",2,31.6384504411492,28.1334103638622,35.1434905184362,"leaf"
"Bac_008",0.999918711385758,4891,"Extrapolation",2,31.6446372888014,28.1382535527272,35.1510210248757,"leaf"
"Bac_008",0.999926822183647,5039,"Extrapolation",2,31.6504629208356,28.1427735220892,35.158152319582,"leaf"
"Bac_008",0.999934123704088,5187,"Extrapolation",2,31.6559580740329,28.146999277634,35.1649168704318,"leaf"
"Bac_008",0.99994069669499,5335,"Extrapolation",2,31.661150094063,28.1509565599329,35.1713436281931,"leaf"
"Bac_008",0.999946613847418,5483,"Extrapolation",2,31.6660633905975,28.1546682825451,35.17745849865,"leaf"
"Bac_008",0.999951974720462,5632,"Extrapolation",2,31.6707504555776,28.1581777470442,35.1833231641111,"leaf"
"Bac_039",0.0157341512086763,1,"Rarefaction",0,0.999999999999999,0.988979524498024,1.01102047550197,"leaf"
"Bac_039",0.647108809414273,79,"Rarefaction",0,47.8788074786258,46.130069381328,49.6275455759236,"leaf"
"Bac_039",0.835774959826498,158,"Rarefaction",0,67.1501644309451,65.3300552529746,68.9702736089157,"leaf"
"Bac_039",0.911243264521613,237,"Rarefaction",0,76.7840425015144,74.9746797491433,78.5934052538855,"leaf"
"Bac_039",0.94717043524403,316,"Rarefaction",0,82.2362954012168,80.3922375183613,84.0803532840723,"leaf"
"Bac_039",0.96613575716077,394,"Rarefaction",0,85.5562832911741,83.6616648574159,87.4509017249324,"leaf"
"Bac_039",0.977254653791225,473,"Rarefaction",0,87.760202172213,85.802265792947,89.718138551479,"leaf"
"Bac_039",0.98403563782136,552,"Rarefaction",0,89.2716712518207,87.2352026182759,91.3081398853656,"leaf"
"Bac_039",0.988341152341196,631,"Rarefaction",0,90.352600736228,88.2238757365097,92.4813257359464,"leaf"
"Bac_039",0.991162896067272,710,"Rarefaction",0,91.156060278118,88.9257247092486,93.3863958469874,"leaf"
"Bac_039",0.993049317803597,788,"Rarefaction",0,91.7681941000691,89.4264173140551,94.1099708860831,"leaf"
"Bac_039",0.994389765961563,867,"Rarefaction",0,92.2620644454219,89.7689095941304,94.7552192967134,"leaf"
