"Assemblage","SC","m","Method","Order.q","qD","qD.LCL","qD.UCL","Site"
"Fun_001",0.977460193751431,718,"Rarefaction",0,67.7040324761616,65.5313667634504,69.8766981888729,4
"Fun_001",0.97847164507614,743,"Rarefaction",0,68.2552531523772,66.0867983160916,70.4237079886628,4
"Fun_001",0.979457199390978,769,"Rarefaction",0,68.8025307916057,66.6395710260036,70.9654905572077,4
"Fun_001",0.980381080716011,795,"Rarefaction",0,69.3249683748824,67.1684943098096,71.4814424399552,4
"Fun_001",0.981216256417723,820,"Rarefaction",0,69.8053155460204,67.655888517496,71.9547425745448,4
"Fun_001",0.982034147176025,846,"Rarefaction",0,70.2833613974936,68.1419913026512,72.424731492336,4
"Fun_001",0.982775739346291,871,"Rarefaction",0,70.7235214296297,68.5905027998593,72.8565400594001,4
"Fun_001",0.983504031424617,897,"Rarefaction",0,71.1621572902522,69.03836234261,73.2859522378943,4
"Fun_001",0.984191878490918,923,"Rarefaction",0,71.5823706980373,69.4682672037998,73.6964741922747,4
"Fun_001",0.984817977806642,948,"Rarefaction",0,71.969991081017,69.8655837357777,74.0743984262563,4
"Fun_001",0.985435093361854,974,"Rarefaction",0,72.3569377002091,70.2629463833115,74.4509290171066,4
"Fun_001",0.986019977772687,1000,"Rarefaction",0,72.7282467606118,70.6449582992702,74.8115352219533,4
"Fun_001",0.072395120824579,1,"Rarefaction",1,1.00000442953308,0.97105902626487,1.02894983280129,4
"Fun_001",0.624209479096247,26,"Rarefaction",1,12.021707545984,11.4478263327178,12.5955887592503,4
"Fun_001",0.74417855077189,52,"Rarefaction",1,16.0792295715371,15.397824585806,16.7606345572682,4
"Fun_001",0.80237612093886,77,"Rarefaction",1,18.2663936118308,17.5342347729552,18.9985524507064,4
"Fun_001",0.840767350634626,103,"Rarefaction",1,19.7635857397025,18.9898816698794,20.5372898095256,4
"Fun_001",0.867267938060524,129,"Rarefaction",1,20.8282402015937,20.0197886609011,21.6366917422863,4
"Fun_001",0.885959936649931,154,"Rarefaction",1,21.6018284557402,20.7656936324689,22.4379632790115,4
"Fun_001",0.900784588425887,180,"Rarefaction",1,22.2339087621155,21.3742228344986,23.0935946897325,4
"Fun_001",0.911977872181462,205,"Rarefaction",1,22.7250569519496,21.8469607157551,23.6031531881442,4
"Fun_001",0.921352203908073,231,"Rarefaction",1,23.1473834152725,22.2537261828745,24.0410406476704,4
"Fun_001",0.929030721977229,257,"Rarefaction",1,23.5017097232362,22.5954194135605,24.4080000329119,4
"Fun_001",0.93521129362942,282,"Rarefaction",1,23.7928034755968,22.8765685264271,24.7090384247664,4
"Fun_001",0.940677000069984,308,"Rarefaction",1,24.0547382448749,23.129975368537,24.9795011212127,4
"Fun_001",0.945372768878924,334,"Rarefaction",1,24.2831507218969,23.3513285669858,25.2149728768079,4
"Fun_001",0.949307985408124,359,"Rarefaction",1,24.4769122651248,23.5393977913097,25.41442673894,4
"Fun_001",0.952910844610653,385,"Rarefaction",1,24.6561083077276,23.713573489762,25.5986431256933,4
"Fun_001",0.955986163121335,410,"Rarefaction",1,24.8103607810314,23.8636830556026,25.7570385064601,4
"Fun_001",0.958846836721405,436,"Rarefaction",1,24.9548626002464,24.0044386847078,25.905286515785,4
"Fun_001",0.961416706420507,462,"Rarefaction",1,25.0854693269206,24.1317480546715,26.0391905991697,4
"Fun_001",0.963653712366075,487,"Rarefaction",1,25.1997464091508,24.2431879777538,26.1563048405478,4
"Fun_001",0.965770531832732,513,"Rarefaction",1,25.3083726915633,24.3491353528411,26.2676100302856,4
"Fun_001",0.967630514734334,538,"Rarefaction",1,25.404206002807,24.4425988862059,26.365813119408,4
"Fun_001",0.969405270976559,564,"Rarefaction",1,25.4959857926115,24.5320829593119,26.4598886259111,4
"Fun_001",0.971036668699374,590,"Rarefaction",1,25.5806476169713,24.614584881555,26.5467103523877,4
"Fun_001",0.972485563431941,615,"Rarefaction",1,25.6560831872576,24.6880455293207,26.6241208451945,4
"Fun_001",0.973881480159829,641,"Rarefaction",1,25.7289877400166,24.7589808581853,26.6989946218479,4
"Fun_001",0.975176167214285,667,"Rarefaction",1,25.7968154141321,24.8249094743189,26.7687213539453,4
"Fun_001",0.976335258715575,692,"Rarefaction",1,25.8577214741554,24.8840439169204,26.8313990313903,4
"Fun_001",0.977460193751431,718,"Rarefaction",1,25.9170085416703,24.9415353457127,26.8924817376279,4
"Fun_001",0.97847164507614,743,"Rarefaction",1,25.9704732648808,24.9933124828694,26.9476340468922,4
"Fun_001",0.979457199390978,769,"Rarefaction",1,26.022724608318,25.0438440022019,27.001605214434,4
"Fun_001",0.980381080716011,795,"Rarefaction",1,26.0718567128338,25.0912880859028,27.0524253397648,4
"Fun_001",0.981216256417723,820,"Rarefaction",1,26.1164069976732,25.134243137249,27.0985708580974,4
"Fun_001",0.982034147176025,846,"Rarefaction",1,26.1601703672457,25.1763741858877,27.1439665486037,4
"Fun_001",0.982775739346291,871,"Rarefaction",1,26.1999763289217,25.2146352600828,27.1853173977606,4
"Fun_001",0.983504031424617,897,"Rarefaction",1,26.2391940482031,25.2522711903046,27.2261169061017,4
"Fun_001",0.984191878490918,923,"Rarefaction",1,26.2763579323928,25.2878781486617,27.2648377161238,4
"Fun_001",0.984817977806642,948,"Rarefaction",1,26.310299390035,25.3203459180096,27.3002528620604,4
"Fun_001",0.985435093361854,974,"Rarefaction",1,26.3438690076219,25.3524071124337,27.3353309028102,4
"Fun_001",0.986019977772687,1000,"Rarefaction",1,26.3757999049133,25.3828544110735,27.3687453987531,4
"Fun_001",0.072395120824579,1,"Rarefaction",2,1.00000424721319,0.972207721166665,1.02780077325971,4
"Fun_001",0.624209479096247,26,"Rarefaction",2,9.25309648783987,8.80705152221834,9.69914145346141,4
"Fun_001",0.74417855077189,52,"Rarefaction",2,11.0823757617188,10.557329256547,11.6074222668906,4
"Fun_001",0.80237612093886,77,"Rarefaction",2,11.8425025023013,11.2693823053051,12.4156226992975,4
"Fun_001",0.840767350634626,103,"Rarefaction",2,12.2849118003134,11.6759791842795,12.8938444163474,4
"Fun_001",0.867267938060524,129,"Rarefaction",2,12.5650982516921,11.930261794199,13.1999347091852,4
"Fun_001",0.885959936649931,154,"Rarefaction",2,12.7521415367848,12.0987506312917,13.4055324422779,4
"Fun_001",0.900784588425887,180,"Rarefaction",2,12.8952134690973,12.2270739340486,13.563353004146,4
"Fun_001",0.911977872181462,205,"Rarefaction",2,13.0005716406653,12.3213455607504,13.6797977205802,4
"Fun_001",0.921352203908073,231,"Rarefaction",2,13.0872240790251,12.3987903202769,13.7756578377733,4
"Fun_001",0.929030721977229,257,"Rarefaction",2,13.1571762393471,12.4612847730201,13.853067705674,4
"Fun_001",0.93521129362942,282,"Rarefaction",2,13.2128024083815,12.5109815570224,13.9146232597406,4
"Fun_001",0.940677000069984,308,"Rarefaction",2,13.2614568751322,12.5544578522343,13.9684558980301,4
"Fun_001",0.945372768878924,334,"Rarefaction",2,13.3028162049008,12.5914227615114,14.0142096482902,4
"Fun_001",0.949307985408124,359,"Rarefaction",2,13.3371300023481,12.6220923260736,14.0521676786226,4
"Fun_001",0.952910844610653,385,"Rarefaction",2,13.3682412857232,12.6498948640136,14.0865877074327,4
"Fun_001",0.955986163121335,410,"Rarefaction",2,13.3945476407977,12.6733932868639,14.1157019947315,4
"Fun_001",0.958846836721405,436,"Rarefaction",2,13.4187974192098,12.6950394071272,14.1425554312923,4
"Fun_001",0.961416706420507,462,"Rarefaction",2,13.4403914394553,12.7142947170978,14.1664881618127,4
"Fun_001",0.963653712366075,487,"Rarefaction",2,13.4590362788114,12.7308985929787,14.1871739646442,4
"Fun_001",0.965770531832732,513,"Rarefaction",2,13.4765461329805,12.746467033257,14.206625232704,4
"Fun_001",0.967630514734334,538,"Rarefaction",2,13.4918236586327,12.7600258813338,14.2236214359316,4
"Fun_001",0.969405270976559,564,"Rarefaction",2,13.5063074594896,12.7728540515205,14.2397608674587,4
"Fun_001",0.971036668699374,590,"Rarefaction",2,13.5195418216125,12.7845489922863,14.2545346509386,4
"Fun_001",0.972485563431941,615,"Rarefaction",2,13.5312334748024,12.7948559070694,14.2676110425354,4
"Fun_001",0.973881480159829,641,"Rarefaction",2,13.5424443110288,12.8047140357596,14.2801745862981,4
"Fun_001",0.975176167214285,667,"Rarefaction",2,13.5527976017964,12.8137937457054,14.2918014578873,4
"Fun_001",0.976335258715575,692,"Rarefaction",2,13.5620323442302,12.8218706299468,14.3021940585137,4
"Fun_001",0.977460193751431,718,"Rarefaction",2,13.5709662723646,12.8296628891601,14.3122696555692,4
"Fun_001",0.97847164507614,743,"Rarefaction",2,13.5789769112504,12.8366304413954,14.3213233811053,4
"Fun_001",0.979457199390978,769,"Rarefaction",2,13.5867645197461,12.8433851264222,14.33014391307,4
"Fun_001",0.980381080716011,795,"Rarefaction",2,13.5940508449952,12.8496871070157,14.3384145829747,4
"Fun_001",0.981216256417723,820,"Rarefaction",2,13.6006278785084,12.8553600229812,14.3458957340357,4
"Fun_001",0.982034147176025,846,"Rarefaction",2,13.6070617889526,12.8608944664973,14.353229111408,4
"Fun_001",0.982775739346291,871,"Rarefaction",2,13.612891270354,12.8658957006815,14.3598868400265,4
"Fun_001",0.983504031424617,897,"Rarefaction",2,13.6186140760141,12.8707927669977,14.3664353850305,4
"Fun_001",0.984191878490918,923,"Rarefaction",2,13.6240188921328,12.8754059452207,14.372631839045,4
"Fun_001",0.984817977806642,948,"Rarefaction",2,13.6289399697628,12.8795961014821,14.3782838380435,4
"Fun_001",0.985435093361854,974,"Rarefaction",2,13.6337933952902,12.8837190845863,14.3838677059941,4
"Fun_001",0.986019977772687,1000,"Rarefaction",2,13.6383976284107,12.8876215383579,14.3891737184634,4
"Fun_003",0.0692882485605126,1,"Rarefaction",0,1,0.978084745660092,1.02191525433991,4
"Fun_003",0.61961079925667,26,"Rarefaction",0,15.305435764987,14.556782299489,16.0540892304851,4
"Fun_003",0.748382384310854,52,"Rarefaction",0,23.3338788893997,22.1685155965005,24.4992421822989,4
"Fun_003",0.807207152023582,77,"Rarefaction",0,28.8472529964948,27.4172992932528,30.2772066997369,4
"Fun_003",0.843631873434288,103,"Rarefaction",0,33.3688410916847,31.7628849801436,34.9747972032258,4
"Fun_003",0.867937611259128,129,"Rarefaction",0,37.1119348831265,35.3985968214668,38.8252729447863,4
"Fun_003",0.884977739061541,154,"Rarefaction",0,40.1991944184745,38.4246466642334,41.9737421727156,4
"Fun_003",0.898661035981287,180,"Rarefaction",0,43.0116179477485,41.200576867152,44.8226590283451,4
"Fun_003",0.90923250066562,205,"Rarefaction",0,45.4138842918523,43.583524662469,47.2442439212356,4
"Fun_003",0.918333485114232,231,"Rarefaction",0,47.6565251314748,45.8156479239012,49.4974023390483,4
"Fun_003",0.926005099254325,257,"Rarefaction",0,49.6812784049565,47.8355043773597,51.5270524325533,4
"Fun_003",0.932343933644826,282,"Rarefaction",0,51.4532114046208,49.6057358479753,53.3006869612664,4
"Fun_003",0.938078841954287,308,"Rarefaction",0,53.1388847502785,51.2914601800044,54.9863093205526,4
"Fun_003",0.943101849112027,334,"Rarefaction",0,54.6846548162602,52.8383750083358,56.5309346241846,4
"Fun_003",0.947374818197954,359,"Rarefaction",0,56.0547938031413,54.2102723619086,57.899315244374,4
"Fun_003",0.951331219359856,385,"Rarefaction",0,57.3726044033761,55.5303867359594,59.2148220707927,4
"Fun_003",0.95473546401436,410,"Rarefaction",0,58.5477184120967,56.7080358045872,60.3874010196063,4
"Fun_003",0.957918390964975,436,"Rarefaction",0,59.6840789248537,57.8472862496264,61.520871600081,4
"Fun_003",0.960785633098962,462,"Rarefaction",0,60.7417233172558,58.9080146934472,62.5754319410644,4
"Fun_003",0.96328317433219,487,"Rarefaction",0,61.6916178425104,59.8610008279169,63.5222348571038,4
"Fun_003",0.965644186939096,513,"Rarefaction",0,62.6162543797378,60.7889305882838,64.4435781711919,4
"Fun_003",0.967713880391317,538,"Rarefaction",0,63.4499286025615,61.6258031223235,65.2740540827996,4
"Fun_003",0.969681963388653,564,"Rarefaction",0,64.2643835519882,62.4435716442976,66.0851954596789,4
"Fun_003",0.971483122144441,590,"Rarefaction",0,65.0297978715244,63.2122498547866,66.8473458882622,4
"Fun_003",0.973074758273331,615,"Rarefaction",0,65.7233500851122,63.9088625830864,67.5378375871379,4
"Fun_003",0.974599671523329,641,"Rarefaction",0,66.4040734508058,64.5926601635948,68.2154867380168,4
"Fun_003",0.976005356349707,667,"Rarefaction",0,67.04666698042,65.2382019938345,68.8551319670055,4
"Fun_003",0.97725585376512,692,"Rarefaction",0,67.6313314808556,65.825569501702,69.4370934600091,4
"Fun_003",0.978461518200051,718,"Rarefaction",0,68.207409398286,66.4043144895388,70.0105043070332,4
"Fun_003",0.979538228428374,743,"Rarefaction",0,68.7327913931498,66.9321179632038,70.5334648230957,4
"Fun_003",0.980580141101272,769,"Rarefaction",0,69.2516093091379,67.4533090158815,71.0499096023943,4
"Fun_003",0.981549904233417,795,"Rarefaction",0,69.7442543028203,67.9481796729301,71.5403289327105,4
"Fun_003",0.982420397172045,820,"Rarefaction",0,70.1949405346998,68.4008746426517,71.9890064267478,4
"Fun_003",0.983266871778523,846,"Rarefaction",0,70.6413051418367,68.8491957056369,72.4334145780365,4
"Fun_003",0.984028974907321,871,"Rarefaction",0,71.0503866710528,69.2600392431896,72.8407340989161,4
"Fun_003",0.984772167851353,897,"Rarefaction",0,71.4562392074711,69.6676055465878,73.2448728683544,4
"Fun_003",0.985469102593191,923,"Rarefaction",0,71.8433552354398,70.0563196755195,73.6303907953602,4
"Fun_003",0.986099093222148,948,"Rarefaction",0,72.1989895008159,70.4133884917026,73.9845905099293,4
"Fun_003",0.986715801406529,974,"Rarefaction",0,72.552622602201,70.7684101694199,74.3368350349822,4
"Fun_003",0.987296277874282,1000,"Rarefaction",0,72.8906806830546,71.1077550062594,74.6736063598499,4
"Fun_003",0.0692882485605126,1,"Rarefaction",1,1,0.978644636079776,1.02135536392022,4
"Fun_003",0.61961079925667,26,"Rarefaction",1,12.3087340639078,11.7360062433476,12.881461884468,4
"Fun_003",0.748382384310854,52,"Rarefaction",1,16.5115108437275,15.7569925933017,17.2660290941533,4
"Fun_003",0.807207152023582,77,"Rarefaction",1,18.7532267465647,17.9127745335057,19.5936789596237,4
"Fun_003",0.843631873434288,103,"Rarefaction",1,20.2801163032252,19.3916170371686,21.1686155692819,4
"Fun_003",0.867937611259128,129,"Rarefaction",1,21.3659502331308,20.4501647374648,22.2817357287968,4
"Fun_003",0.884977739061541,154,"Rarefaction",1,22.1571055380617,21.2250063243383,23.0892047517851,4
"Fun_003",0.898661035981287,180,"Rarefaction",1,22.8059911323041,21.8622099255612,23.7497723390471,4
"Fun_003",0.90923250066562,205,"Rarefaction",1,23.3121572566557,22.3598257636331,24.2644887496782,4
"Fun_003",0.918333485114232,231,"Rarefaction",1,23.7489143064344,22.789230313122,24.7085982997467,4
"Fun_003",0.926005099254325,257,"Rarefaction",1,24.1164241634909,23.1503346053246,25.0825137216571,4
"Fun_003",0.932343933644826,282,"Rarefaction",1,24.4190176772344,23.4473690080283,25.3906663464405,4
"Fun_003",0.938078841954287,308,"Rarefaction",1,24.6917311360457,23.7147673652729,25.6686949068185,4
"Fun_003",0.943101849112027,334,"Rarefaction",1,24.9297882394826,23.9478944047851,25.91168207418,4
"Fun_003",0.947374818197954,359,"Rarefaction",1,25.1318350247975,24.1455099677118,26.1181600818832,4
"Fun_003",0.951331219359856,385,"Rarefaction",1,25.3187141194314,24.3280653120915,26.3093629267713,4
"Fun_003",0.95473546401436,410,"Rarefaction",1,25.4795437791201,24.4849810635751,26.4741064946651,4
"Fun_003",0.957918390964975,436,"Rarefaction",1,25.6301325541889,24.6317283963716,26.6285367120063,4
"Fun_003",0.960785633098962,462,"Rarefaction",1,25.766141968207,24.7641103661615,26.7681735702525,4
"Fun_003",0.96328317433219,487,"Rarefaction",1,25.885041890179,24.8797072986159,26.8903764817422,4
"Fun_003",0.965644186939096,513,"Rarefaction",1,25.9979494483945,24.9893572404762,27.0065416563128,4
"Fun_003",0.967713880391317,538,"Rarefaction",1,26.0974504549971,25.0858842001478,27.1090167098464,4
"Fun_003",0.969681963388653,564,"Rarefaction",1,26.19263235733,25.178127175257,27.207137539403,4
"Fun_003",0.971483122144441,590,"Rarefaction",1,26.2803247973181,25.2630266828683,27.2976229117678,4
"Fun_003",0.973074758273331,615,"Rarefaction",1,26.3583641579381,25.3385099572933,27.378218358583,4
"Fun_003",0.974599671523329,641,"Rarefaction",1,26.43369153389,25.4113052485669,27.4560778192131,4
"Fun_003",0.976005356349707,667,"Rarefaction",1,26.5036844528314,25.4788870270786,27.5284818785843,4
"Fun_003",0.97725585376512,692,"Rarefaction",1,26.5664571305988,25.5394488235192,27.5934654376784,4
"Fun_003",0.978461518200051,718,"Rarefaction",1,26.6274866154257,25.5982840631201,27.6566891677313,4
"Fun_003",0.979538228428374,743,"Rarefaction",1,26.6824570588069,25.6512398328971,27.7136742847166,4
"Fun_003",0.980580141101272,769,"Rarefaction",1,26.736117013739,25.7028976024506,27.7693364250273,4
"Fun_003",0.981549904233417,795,"Rarefaction",1,26.7865149630438,25.7513824211595,27.8216475049282,4
"Fun_003",0.982420397172045,820,"Rarefaction",1,26.832162674788,25.7952695028649,27.8690558467111,4
"Fun_003",0.983266871778523,846,"Rarefaction",1,26.8769561592069,25.8383088941484,27.9156034242654,4
"Fun_003",0.984028974907321,871,"Rarefaction",1,26.917656833492,25.8773923191489,27.957921347835,4
"Fun_003",0.984772167851353,897,"Rarefaction",1,26.9577162695996,25.9158372851223,27.999595254077,4
"Fun_003",0.985469102593191,923,"Rarefaction",1,26.995640681188,25.9522115323544,28.0390698300217,4
"Fun_003",0.986099093222148,948,"Rarefaction",1,27.0302449991845,25.9853818707634,28.0751081276056,4
"Fun_003",0.986715801406529,974,"Rarefaction",1,27.0644400660956,26.0181405137596,28.1107396184315,4
"Fun_003",0.987296277874282,1000,"Rarefaction",1,27.0969380920122,26.0492542514408,28.1446219325836,4
"Fun_003",0.0692882485605126,1,"Rarefaction",2,1,0.979465177812766,1.02053482218724,4
"Fun_003",0.61961079925667,26,"Rarefaction",2,9.51612013108065,9.08642554935781,9.94581471280349,4
"Fun_003",0.748382384310854,52,"Rarefaction",2,11.4696592577488,10.9494535293279,11.9898649861697,4
"Fun_003",0.807207152023582,77,"Rarefaction",2,12.2887240433268,11.7260198522614,12.8514282343922,4
"Fun_003",0.843631873434288,103,"Rarefaction",2,12.7674317972455,12.1786964600973,13.3561671343938,4
"Fun_003",0.867937611259128,129,"Rarefaction",2,13.0713712973043,12.465600440429,13.6771421541795,4
"Fun_003",0.884977739061541,154,"Rarefaction",2,13.2746010071899,12.6570731671657,13.8921288472141,4
"Fun_003",0.898661035981287,180,"Rarefaction",2,13.4302335041427,12.8033580733668,14.0571089349186,4
"Fun_003",0.90923250066562,205,"Rarefaction",2,13.5449403219808,12.9108832189609,14.1789974250007,4
"Fun_003",0.918333485114232,231,"Rarefaction",2,13.6393450167524,12.9991226765937,14.2795673569111,4
"Fun_003",0.926005099254325,257,"Rarefaction",2,13.7155970813514,13.0701822378725,14.3610119248302,4
"Fun_003",0.932343933644826,282,"Rarefaction",2,13.7762593201651,13.1265509494047,14.4259676909255,4
"Fun_003",0.938078841954287,308,"Rarefaction",2,13.8293381805737,13.1757345846035,14.4829417765439,4
"Fun_003",0.943101849112027,334,"Rarefaction",2,13.8744727913115,13.217441498952,14.531504083671,4
"Fun_003",0.947374818197954,359,"Rarefaction",2,13.9119284680836,13.2519617608722,14.5718951752951,4
"Fun_003",0.951331219359856,385,"Rarefaction",2,13.9458962749435,13.2831881175764,14.6086044323105,4
"Fun_003",0.95473546401436,410,"Rarefaction",2,13.9746237189955,13.3095322463012,14.6397151916897,4
"Fun_003",0.957918390964975,436,"Rarefaction",2,14.0011100332488,13.3337633203977,14.6684567460999,4
"Fun_003",0.960785633098962,462,"Rarefaction",2,14.0246993604182,13.3552936305016,14.6941050903349,4
"Fun_003",0.96328317433219,487,"Rarefaction",2,14.0450698657433,13.3738448781107,14.7162948533759,4
"Fun_003",0.965644186939096,513,"Rarefaction",2,14.0642027992903,13.3912320549909,14.7371735435897,4
"Fun_003",0.967713880391317,538,"Rarefaction",2,14.0808983433628,13.4063732172514,14.7554234694741,4
"Fun_003",0.969681963388653,564,"Rarefaction",2,14.0967281574048,13.4207013314859,14.7727549833237,4
"Fun_003",0.971483122144441,590,"Rarefaction",2,14.1111938602113,13.4337698235288,14.7886178968938,4
"Fun_003",0.973074758273331,615,"Rarefaction",2,14.1239743871025,13.4452954425691,14.8026533316359,4
"Fun_003",0.974599671523329,641,"Rarefaction",2,14.136230321143,13.4563293713068,14.8161312709793,4
"Fun_003",0.976005356349707,667,"Rarefaction",2,14.1475496233265,13.466503398555,14.828595848098,4
"Fun_003",0.97725585376512,692,"Rarefaction",2,14.1576466976777,13.4755650907212,14.8397283046341,4
"Fun_003",0.978461518200051,718,"Rarefaction",2,14.1674154603144,13.4843194905188,14.8505114301099,4
"Fun_003",0.979538228428374,743,"Rarefaction",2,14.176175219582,13.4921589142598,14.8601915249043,4
"Fun_003",0.980580141101272,769,"Rarefaction",2,14.1846915376043,13.4997705542352,14.8696125209734,4
"Fun_003",0.981549904233417,795,"Rarefaction",2,14.1926600690671,13.506883561807,14.8784365763271,4
"Fun_003",0.982420397172045,820,"Rarefaction",2,14.1998532713598,13.5132968570946,14.8864096856249,4
"Fun_003",0.983266871778523,846,"Rarefaction",2,14.2068902654537,13.5195637535789,14.8942167773285,4
"Fun_003",0.984028974907321,871,"Rarefaction",2,14.2132664259646,13.5252359151993,14.9012969367299,4
"Fun_003",0.984772167851353,897,"Rarefaction",2,14.2195261789791,13.5307986543979,14.9082537035603,4
"Fun_003",0.985469102593191,923,"Rarefaction",2,14.225438324846,13.5360470199633,14.9148296297288,4
"Fun_003",0.986099093222148,948,"Rarefaction",2,14.2308215321904,13.5408210786625,14.9208219857183,4
"Fun_003",0.986715801406529,974,"Rarefaction",2,14.2361309037143,13.5455250941752,14.9267367132534,4
"Fun_003",0.987296277874282,1000,"Rarefaction",2,14.2411678507487,13.5499834320514,14.9323522694459,4
"Fun_004",0.0646537256888889,1,"Rarefaction",0,1.00001843414505,0.972699398759942,1.02733746953015,4
"Fun_004",0.630404903180766,26,"Rarefaction",0,15.2668220491978,14.4936866925312,16.0399574058644,4
"Fun_004",0.76227167052257,52,"Rarefaction",0,22.963264518467,21.8393471636306,24.0871818733034,4
"Fun_004",0.820911809860268,77,"Rarefaction",0,28.1281759348129,26.789192340517,29.4671595291089,4
"Fun_004",0.856209498909807,103,"Rarefaction",0,32.3068925984509,30.8146107141254,33.7991744827764,4
"Fun_004",0.879372626219036,129,"Rarefaction",0,35.7376152318403,34.1401811778905,37.3350492857901,4
"Fun_004",0.895503616339281,154,"Rarefaction",0,38.5503096697263,36.8818478598083,40.2187714796443,4
"Fun_004",0.908424951325213,180,"Rarefaction",0,41.0989347266481,39.3776113501821,42.8202581031141,4
"Fun_004",0.918391048182759,205,"Rarefaction",0,43.2645797157775,41.5061041281528,45.0230553034022,4
"Fun_004",0.926951595986235,231,"Rarefaction",0,45.2760131526786,43.4882548190342,47.0637714863229,4
"Fun_004",0.934144725096778,257,"Rarefaction",0,47.082788658753,45.2717314143518,48.8938459031542,4
"Fun_004",0.940065558684456,282,"Rarefaction",0,48.6563243749821,46.826186087279,50.4864626626851,4
"Fun_004",0.945399774575894,308,"Rarefaction",0,50.1463103531122,48.2981699520007,51.9944507542238,4
"Fun_004",0.950051103734636,334,"Rarefaction",0,51.5064398818708,49.6411818783703,53.3716978853712,4
"Fun_004",0.953990725228808,359,"Rarefaction",0,52.7068958954329,50.8254661337931,54.5883256570728,4
"Fun_004",0.95762300698518,385,"Rarefaction",0,53.8567904164713,51.9585481995016,55.755032633441,4
"Fun_004",0.96073546373409,410,"Rarefaction",0,54.8781497916733,52.9636103447058,56.7926892386407,4
"Fun_004",0.963633859815864,436,"Rarefaction",0,55.8621065816426,53.9304361166786,57.7937770466066,4
"Fun_004",0.966234231621058,462,"Rarefaction",0,56.7745215674112,54.825549643817,58.7234934910055,4
"Fun_004",0.968490357048576,487,"Rarefaction",0,57.5911269865079,55.6253749129179,59.5568790600979,4
"Fun_004",0.970614679543307,513,"Rarefaction",0,58.3833663650314,56.4000505084967,60.3666822215661,4
"Fun_004",0.972469360154942,538,"Rarefaction",0,59.0953828367648,57.0951043699453,61.0956613035843,4
"Fun_004",0.97422570860908,564,"Rarefaction",0,59.7888674274925,57.7708994988208,61.8068353561641,4
"Fun_004",0.975826139791063,590,"Rarefaction",0,60.4386764995506,58.4029999985682,62.4743530005331,4
