"Assemblage","SC","m","Method","Order.q","qD","qD.LCL","qD.UCL","Type"
"Fun_001",0.999346673213668,1327,"Rarefaction",1,13.1425820361805,11.8691255398933,14.4160385324676,"leaf"
"Fun_001",1,1407,"Observed",1,13.1562749370322,11.8840416919563,14.4285081821081,"leaf"
"Fun_001",0.192250835203812,1,"Rarefaction",2,1.00001072484368,0.939723699253386,1.06029775043397,"leaf"
"Fun_001",0.861637238888405,79,"Rarefaction",2,4.93892588248722,4.40000156000221,5.47785020497223,"leaf"
"Fun_001",0.930079259153394,157,"Rarefaction",2,5.06602587751418,4.49836960507673,5.63368214995164,"leaf"
"Fun_001",0.957126747996628,235,"Rarefaction",2,5.11023513553177,4.53125413571219,5.68921613535134,"leaf"
"Fun_001",0.970774233324923,313,"Rarefaction",2,5.13270225150308,4.54773614163174,5.71766836137441,"leaf"
"Fun_001",0.978630928640679,391,"Rarefaction",2,5.14630079046649,4.5576603891741,5.73494119175888,"leaf"
"Fun_001",0.98361839708345,469,"Rarefaction",2,5.15541632116444,4.56427759160619,5.7465550507227,"leaf"
"Fun_001",0.987039760764237,547,"Rarefaction",2,5.16195198459203,4.5689814605029,5.75492250868116,"leaf"
"Fun_001",0.989537474268955,625,"Rarefaction",2,5.16686724326978,4.57247867239188,5.76125581414768,"leaf"
"Fun_001",0.991455741286856,703,"Rarefaction",2,5.1706982564399,4.57516869377215,5.76622781910766,"leaf"
"Fun_001",0.992992257215241,781,"Rarefaction",2,5.17376814116349,4.57729109537733,5.77024518694966,"leaf"
"Fun_001",0.994267096710647,859,"Rarefaction",2,5.17628322961612,4.57898894359886,5.77357751563338,"leaf"
"Fun_001",0.995356597448014,937,"Rarefaction",2,5.17838145380579,4.58034315020931,5.77641975740227,"leaf"
"Fun_001",0.996311301910862,1015,"Rarefaction",2,5.18015852083352,4.58133810061608,5.77897894105097,"leaf"
"Fun_001",0.997165987923838,1093,"Rarefaction",2,5.18168292430898,4.58161311052191,5.78175273809606,"leaf"
"Fun_001",0.997945446158575,1171,"Rarefaction",2,5.1830049740478,4.58193046784392,5.78407948025167,"leaf"
"Fun_001",0.998667841828841,1249,"Rarefaction",2,5.18416245340435,4.58248046267974,5.78584444412896,"leaf"
"Fun_001",0.999346673213668,1327,"Rarefaction",2,5.18518429142801,4.5828650826264,5.78750350022962,"leaf"
"Fun_001",1,1407,"Observed",2,5.18611498974382,4.58195787840823,5.7902721010794,"leaf"
"Fun_002",0.141072066478086,1,"Rarefaction",0,1.0000050944287,0.962417078377044,1.03759311048036,"leaf"
"Fun_002",0.922208135000977,60,"Rarefaction",0,14.0326755169268,13.3047249613724,14.7606260724813,"leaf"
"Fun_002",0.967776500400807,119,"Rarefaction",0,16.9901175479035,16.086480756378,17.8937543394291,"leaf"
"Fun_002",0.981141082369285,178,"Rarefaction",0,18.440076665463,17.4666998636956,19.4134534672304,"leaf"
"Fun_002",0.987133420350906,238,"Rarefaction",0,19.3757351208671,18.3608483248105,20.3906219169237,"leaf"
"Fun_002",0.990600957116434,297,"Rarefaction",0,20.027023320757,18.9772752769178,21.0767713645962,"leaf"
"Fun_002",0.992966198357142,356,"Rarefaction",0,20.5089809308436,19.4351224324411,21.5828394292462,"leaf"
"Fun_002",0.994670879340296,415,"Rarefaction",0,20.8719125054032,19.7855058276014,21.958319183205,"leaf"
"Fun_002",0.995941787737924,475,"Rarefaction",0,21.1522149858291,20.0627947183361,22.241635253322,"leaf"
"Fun_002",0.996866036719707,534,"Rarefaction",0,21.3635087840872,20.277050096066,22.4499674721084,"leaf"
"Fun_002",0.997558003618024,593,"Rarefaction",0,21.5273848287669,20.4371504578793,22.6176191996545,"leaf"
"Fun_002",0.998092018972393,653,"Rarefaction",0,21.6574384669971,20.5167358115578,22.7981411224363,"leaf"
"Fun_002",0.998500470906995,712,"Rarefaction",0,21.757696645546,20.5082853233573,23.0071079677348,"leaf"
"Fun_002",0.998829937882413,771,"Rarefaction",0,21.8362989779645,20.5129890615285,23.1596088944004,"leaf"
"Fun_002",0.999106912771878,830,"Rarefaction",0,21.8970947920403,20.4926156537727,23.3015739303079,"leaf"
"Fun_002",0.9993542438242,890,"Rarefaction",0,21.9432497007259,20.4735258637555,23.4129735376964,"leaf"
"Fun_002",0.999577134076481,949,"Rarefaction",0,21.9748123586995,20.4374360104917,23.5121887069073,"leaf"
"Fun_002",0.999789105494554,1008,"Rarefaction",0,21.9935782512473,20.3819487702083,23.6052077322863,"leaf"
"Fun_002",1,1069,"Observed",0,22,20.3009482497666,23.6990517502334,"leaf"
"Fun_002",0.141072066478086,1,"Rarefaction",1,1.00000482611753,0.964291168769189,1.03571848346586,"leaf"
"Fun_002",0.922208135000977,60,"Rarefaction",1,8.85840146860678,8.36666566180282,9.35013727541073,"leaf"
"Fun_002",0.967776500400807,119,"Rarefaction",1,9.62275206961944,9.0792313967181,10.1662727425208,"leaf"
"Fun_002",0.981141082369285,178,"Rarefaction",1,9.91674403310842,9.35458939449705,10.4788986717198,"leaf"
"Fun_002",0.987133420350906,238,"Rarefaction",1,10.0750337312088,9.5071593720089,10.6429080904087,"leaf"
"Fun_002",0.990600957116434,297,"Rarefaction",1,10.1714997104118,9.60254985746795,10.7404495633556,"leaf"
"Fun_002",0.992966198357142,356,"Rarefaction",1,10.2372693547385,9.66861185981815,10.8059268496588,"leaf"
"Fun_002",0.994670879340296,415,"Rarefaction",1,10.2848478369632,9.71663969595329,10.8530559779731,"leaf"
"Fun_002",0.995941787737924,475,"Rarefaction",1,10.3212932369226,9.75346640951646,10.8891200643287,"leaf"
"Fun_002",0.996866036719707,534,"Rarefaction",1,10.3491827275571,9.78176389110308,10.9166015640111,"leaf"
"Fun_002",0.997558003618024,593,"Rarefaction",1,10.371503970023,9.80454630035575,10.9384616396902,"leaf"
"Fun_002",0.998092018972393,653,"Rarefaction",1,10.3900272642786,9.8240819960764,10.9559725324809,"leaf"
"Fun_002",0.998500470906995,712,"Rarefaction",1,10.405152923241,9.83853960234499,10.9717662441369,"leaf"
"Fun_002",0.998829937882413,771,"Rarefaction",1,10.4179186755501,9.84962247964086,10.9862148714593,"leaf"
"Fun_002",0.999106912771878,830,"Rarefaction",1,10.4288249852513,9.85808960527727,10.9995603652253,"leaf"
"Fun_002",0.9993542438242,890,"Rarefaction",1,10.4383875252349,9.86634921600002,11.0104258344697,"leaf"
"Fun_002",0.999577134076481,949,"Rarefaction",1,10.4465660125498,9.87322425445447,11.0199077706452,"leaf"
"Fun_002",0.999789105494554,1008,"Rarefaction",1,10.4537406059596,9.879589130829,11.0278920810901,"leaf"
"Fun_002",1,1069,"Observed",1,10.4602750633604,9.89083809853238,11.0297120281885,"leaf"
"Fun_002",0.141072066478086,1,"Rarefaction",2,1.00000446460147,0.966837989807992,1.03317093939494,"leaf"
"Fun_002",0.922208135000977,60,"Rarefaction",2,6.43555318738131,6.0103380230117,6.86076835175091,"leaf"
"Fun_002",0.967776500400807,119,"Rarefaction",2,6.74357902755896,6.27167872866402,7.2154793264539,"leaf"
"Fun_002",0.981141082369285,178,"Rarefaction",2,6.85416162910068,6.36519990782641,7.34312335037494,"leaf"
"Fun_002",0.987133420350906,238,"Rarefaction",2,6.91179265625113,6.41544804422514,7.40813726827712,"leaf"
"Fun_002",0.990600957116434,297,"Rarefaction",2,6.94621293183606,6.44631960002982,7.4461062636423,"leaf"
"Fun_002",0.992966198357142,356,"Rarefaction",2,6.96941608839475,6.4674454412801,7.47138673550939,"leaf"
"Fun_002",0.994670879340296,415,"Rarefaction",2,6.9861171190871,6.48266984906331,7.48956438911089,"leaf"
"Fun_002",0.995941787737924,475,"Rarefaction",2,6.99890011318929,6.49426431492994,7.50353591144865,"leaf"
"Fun_002",0.996866036719707,534,"Rarefaction",2,7.00870045969649,6.50312271300948,7.5142782063835,"leaf"
"Fun_002",0.997558003618024,593,"Rarefaction",2,7.0165704758715,6.51025541936981,7.5228855323732,"leaf"
"Fun_002",0.998092018972393,653,"Rarefaction",2,7.02312884381131,6.51690973744597,7.52934795017665,"leaf"
"Fun_002",0.998500470906995,712,"Rarefaction",2,7.02850918581533,6.52197919328408,7.53503917834657,"leaf"
"Fun_002",0.998829937882413,771,"Rarefaction",2,7.0330725273469,6.52545694037825,7.54068811431555,"leaf"
"Fun_002",0.999106912771878,830,"Rarefaction",2,7.03699183282451,6.52820457270628,7.54577909294275,"leaf"
"Fun_002",0.9993542438242,890,"Rarefaction",2,7.04044826074816,6.53054137189481,7.55035514960151,"leaf"
"Fun_002",0.999577134076481,949,"Rarefaction",2,7.04342360343651,6.53233527799103,7.55451192888198,"leaf"
"Fun_002",0.999789105494554,1008,"Rarefaction",2,7.04605273399161,6.53385273558017,7.55825273240306,"leaf"
"Fun_002",1,1069,"Observed",2,7.04846757828643,6.53858158266505,7.5583535739078,"leaf"
"Fun_029",0.210526207060383,1,"Rarefaction",0,1,0.956300530482858,1.04369946951714,"leaf"
"Fun_029",0.949706263605552,78,"Rarefaction",0,13.0503671300489,12.2292466527006,13.8714876073972,"leaf"
"Fun_029",0.975187264739242,155,"Rarefaction",0,15.7547685392217,14.9871986356474,16.5223384427959,"leaf"
"Fun_029",0.985217325269364,232,"Rarefaction",0,17.2408216585505,16.5607197715382,17.9209235455629,"leaf"
"Fun_029",0.990654240628324,309,"Rarefaction",0,18.1531183306625,17.5103063821031,18.7959302792219,"leaf"
"Fun_029",0.993879251230791,387,"Rarefaction",0,18.747232704378,18.1238794171578,19.3705859915982,"leaf"
"Fun_029",0.995834651904357,464,"Rarefaction",0,19.1384754983413,18.5411011077041,19.7358498889784,"leaf"
"Fun_029",0.997096492419683,541,"Rarefaction",0,19.407913476653,18.8505482322806,19.9652787210254,"leaf"
"Fun_029",0.997947901768183,618,"Rarefaction",0,19.5971041806419,19.096598545066,20.0976098162178,"leaf"
"Fun_029",0.998551858293261,696,"Rarefaction",0,19.7325796058872,19.2859149235937,20.1792442881806,"leaf"
"Fun_029",0.99898203542593,773,"Rarefaction",0,19.8268788271131,19.3820004207748,20.2717572334514,"leaf"
"Fun_029",0.999298844161425,850,"Rarefaction",0,19.8926131274792,19.4358750003732,20.3493512545853,"leaf"
"Fun_029",0.999533425482515,927,"Rarefaction",0,19.9372339616412,19.4627593620161,20.4117085612664,"leaf"
"Fun_029",0.999705632111959,1004,"Rarefaction",0,19.9662647747489,19.4698328956767,20.4626966538211,"leaf"
"Fun_029",0.999830189141197,1082,"Rarefaction",0,19.9841394802881,19.4656567191761,20.5026222414001,"leaf"
"Fun_029",0.999913677226681,1159,"Rarefaction",0,19.993817050406,19.4572805658215,20.5303535349905,"leaf"
"Fun_029",0.999965560049367,1236,"Rarefaction",0,19.9983112516635,19.4490852262003,20.5475372771267,"leaf"
"Fun_029",0.999992328323363,1313,"Rarefaction",0,19.9998044136387,19.4435019720223,20.556106855255,"leaf"
"Fun_029",1,1392,"Observed",0,20,19.4416075880577,20.5583924119423,"leaf"
"Fun_029",0.210526207060383,1,"Rarefaction",1,1,0.959467300097355,1.04053269990264,"leaf"
"Fun_029",0.949706263605552,78,"Rarefaction",1,7.0448335810602,6.66063428596931,7.42903287615108,"leaf"
"Fun_029",0.975187264739242,155,"Rarefaction",1,7.46480020675135,7.07730198700841,7.85229842649429,"leaf"
"Fun_029",0.985217325269364,232,"Rarefaction",1,7.62828557803464,7.23571651887493,8.02085463719435,"leaf"
"Fun_029",0.990654240628324,309,"Rarefaction",1,7.71498051386617,7.31529757541529,8.11466345231705,"leaf"
"Fun_029",0.993879251230791,387,"Rarefaction",1,7.76875648970023,7.36271309402269,8.17479988537778,"leaf"
"Fun_029",0.995834651904357,464,"Rarefaction",1,7.80432967281055,7.39337990391766,8.21527944170344,"leaf"
"Fun_029",0.997096492419683,541,"Rarefaction",1,7.82976023624451,7.41516835108082,8.2443521214082,"leaf"
"Fun_029",0.997947901768183,618,"Rarefaction",1,7.84877913695096,7.43141601905579,8.26614225484613,"leaf"
"Fun_029",0.998551858293261,696,"Rarefaction",1,7.86367026884798,7.44372003292331,8.28362050477265,"leaf"
"Fun_029",0.99898203542593,773,"Rarefaction",1,7.87534599556563,7.453973824601,8.29671816653026,"leaf"
"Fun_029",0.999298844161425,850,"Rarefaction",1,7.88484008742868,7.46151098266844,8.30816919218893,"leaf"
"Fun_029",0.999533425482515,927,"Rarefaction",1,7.89270116352251,7.46918363779294,8.31621868925207,"leaf"
"Fun_029",0.999705632111959,1004,"Rarefaction",1,7.89931055639021,7.47572716151813,8.3228939512623,"leaf"
"Fun_029",0.999830189141197,1082,"Rarefaction",1,7.90500911510792,7.48144056755417,8.32857766266167,"leaf"
"Fun_029",0.999913677226681,1159,"Rarefaction",1,7.90985326837347,7.48635232784186,8.33335420890507,"leaf"
"Fun_029",0.999965560049367,1236,"Rarefaction",1,7.91407205185871,7.4906971351628,8.33744696855463,"leaf"
"Fun_029",0.999992328323363,1313,"Rarefaction",1,7.91778018669392,7.49460687413848,8.34095349924936,"leaf"
"Fun_029",1,1392,"Observed",1,7.92114705052029,7.49834435050136,8.34394975053923,"leaf"
"Fun_029",0.210526207060383,1,"Rarefaction",2,1,0.963483079745964,1.03651692025404,"leaf"
"Fun_029",0.949706263605552,78,"Rarefaction",2,4.53211233908688,4.21299492616243,4.85122975201132,"leaf"
"Fun_029",0.975187264739242,155,"Rarefaction",2,4.63779758735999,4.3035947207097,4.97200045401028,"leaf"
"Fun_029",0.985217325269364,232,"Rarefaction",2,4.67444562842318,4.33354509529607,5.01534616155029,"leaf"
"Fun_029",0.990654240628324,309,"Rarefaction",2,4.69304795342656,4.34800309142688,5.03809281542625,"leaf"
"Fun_029",0.993879251230791,387,"Rarefaction",2,4.70441698485591,4.356576682261,5.05225728745083,"leaf"
"Fun_029",0.995834651904357,464,"Rarefaction",2,4.71192117033646,4.36216549169394,5.06167684897898,"leaf"
"Fun_029",0.997096492419683,541,"Rarefaction",2,4.71730392963701,4.36618019477368,5.06842766450035,"leaf"
"Fun_029",0.997947901768183,618,"Rarefaction",2,4.72135344400283,4.36919649509218,5.07351039291347,"leaf"
"Fun_029",0.998551858293261,696,"Rarefaction",2,4.72454690471187,4.37148488136576,5.07760892805797,"leaf"
"Fun_029",0.99898203542593,773,"Rarefaction",2,4.72707033682795,4.37347219372283,5.08066847993308,"leaf"
"Fun_029",0.999298844161425,850,"Rarefaction",2,4.72913859245454,4.37495339015016,5.08332379475892,"leaf"
"Fun_029",0.999533425482515,927,"Rarefaction",2,4.73086463925776,4.37655264750787,5.08517663100764,"leaf"
"Fun_029",0.999705632111959,1004,"Rarefaction",2,4.73232691752445,4.37791957813503,5.08673425691388,"leaf"
"Fun_029",0.999830189141197,1082,"Rarefaction",2,4.73359672386848,4.37912384585371,5.08806960188326,"leaf"
"Fun_029",0.999913677226681,1159,"Rarefaction",2,4.73468314887475,4.38017428916298,5.08919200858651,"leaf"
"Fun_029",0.999965560049367,1236,"Rarefaction",2,4.73563462043542,4.38111853733619,5.09015070353465,"leaf"
"Fun_029",0.999992328323363,1313,"Rarefaction",2,4.73647481228557,4.3819809476909,5.09096867688024,"leaf"
"Fun_029",1,1392,"Observed",2,4.73724048231417,4.38280771570258,5.09167324892576,"leaf"
"Fun_032",0.188880084065448,1,"Rarefaction",0,1.00000546340628,0.949991653636235,1.05001927317632,"leaf"
"Fun_032",0.943526923911973,88,"Rarefaction",0,16.493109676918,15.6808418071922,17.3053775466439,"leaf"
"Fun_032",0.976525070656513,175,"Rarefaction",0,19.6293607412814,18.6551934804826,20.6035280020803,"leaf"
"Fun_032",0.986647104778764,263,"Rarefaction",0,21.1920635865526,20.2170918660292,22.167035307076,"leaf"
"Fun_032",0.991490902808067,350,"Rarefaction",0,22.1243259365834,21.2164224574967,23.0322294156702,"leaf"
"Fun_032",0.994297383846622,437,"Rarefaction",0,22.734059401532,21.9082690284417,23.5598497746222,"leaf"
"Fun_032",0.996100778118845,525,"Rarefaction",0,23.1518829278676,22.4226097736211,23.8811560821142,"leaf"
"Fun_032",0.997298851130171,612,"Rarefaction",0,23.4363537676329,22.8177028238475,24.0550047114183,"leaf"
"Fun_032",0.998133655981316,699,"Rarefaction",0,23.6333495263653,23.1237448043721,24.1429542483585,"leaf"
"Fun_032",0.998732586554202,787,"Rarefaction",0,23.7700476302285,23.3139908282137,24.2261044322433,"leaf"
"Fun_032",0.999155990703096,874,"Rarefaction",0,23.861086490455,23.33112254181,24.3910504391001,"leaf"
"Fun_032",0.999458338481854,961,"Rarefaction",0,23.9207646420473,23.3041530046377,24.5373762794569,"leaf"
"Fun_032",0.999672668655369,1049,"Rarefaction",0,23.9585246801951,23.2577719066909,24.6592774536993,"leaf"
"Fun_032",0.999816205725333,1136,"Rarefaction",0,23.9804033294554,23.2158859718986,24.7449206870122,"leaf"
"Fun_032",0.99990830484689,1223,"Rarefaction",0,23.992111464029,23.1833484863725,24.8008744416854,"leaf"
"Fun_032",0.999962612138065,1311,"Rarefaction",0,23.9975760677833,23.1612134445104,24.8339386910562,"leaf"
"Fun_032",0.999989181653452,1398,"Rarefaction",0,23.9995282985351,23.1490950399951,24.849961557075,"leaf"
"Fun_032",0.999998678563882,1485,"Rarefaction",0,23.9999707288663,23.1443591428742,24.8555823148584,"leaf"
"Fun_032",1,1574,"Observed",0,24,23.143740178715,24.856259821285,"leaf"
"Fun_032",0.188880084065448,1,"Rarefaction",1,1.00000508252853,0.953204192233347,1.04680597282371,"leaf"
"Fun_032",0.943526923911973,88,"Rarefaction",1,8.35387358679566,7.86454447287245,8.84320270071887,"leaf"
"Fun_032",0.976525070656513,175,"Rarefaction",1,8.91453453129068,8.38664411242186,9.4424249501595,"leaf"
"Fun_032",0.986647104778764,263,"Rarefaction",1,9.12721755739279,8.59135924961534,9.66307586517024,"leaf"
"Fun_032",0.991490902808067,350,"Rarefaction",1,9.23708893884495,8.69732921988946,9.77684865780045,"leaf"
"Fun_032",0.994297383846622,437,"Rarefaction",1,9.30446070681234,8.76020825004578,9.8487131635789,"leaf"
"Fun_032",0.996100778118845,525,"Rarefaction",1,9.35019533332319,8.80090420475949,9.89948646188689,"leaf"
"Fun_032",0.997298851130171,612,"Rarefaction",1,9.38248197519333,8.82838448069824,9.93657946968842,"leaf"
"Fun_032",0.998133655981316,699,"Rarefaction",1,9.40664083273157,8.84864760094618,9.96463406451695,"leaf"
"Fun_032",0.998732586554202,787,"Rarefaction",1,9.42553187605103,8.8667721918917,9.98429156021035,"leaf"
"Fun_032",0.999155990703096,874,"Rarefaction",1,9.44036483314578,8.87887670132687,10.0018529649647,"leaf"
"Fun_032",0.999458338481854,961,"Rarefaction",1,9.45242375921586,8.8892093653925,10.0156381530392,"leaf"
"Fun_032",0.999672668655369,1049,"Rarefaction",1,9.46251355913134,8.89848739065442,10.0265397276083,"leaf"
"Fun_032",0.999816205725333,1136,"Rarefaction",1,9.47089578931515,8.90660574660097,10.0351858320293,"leaf"
"Fun_032",0.99990830484689,1223,"Rarefaction",1,9.47804331049887,8.91390090958979,10.0421857114079,"leaf"
"Fun_032",0.999962612138065,1311,"Rarefaction",1,9.48427679317578,8.92059271394477,10.0479608724068,"leaf"
"Fun_032",0.999989181653452,1398,"Rarefaction",1,9.4896464745527,8.92663704249252,10.0526559066129,"leaf"
"Fun_032",0.999998678563882,1485,"Rarefaction",1,9.4943725316156,8.93220956756483,10.0565354956664,"leaf"
"Fun_032",1,1574,"Observed",1,9.49865672744631,8.93764651492852,10.0596669399641,"leaf"
"Fun_032",0.188880084065448,1,"Rarefaction",2,1.00000459542652,0.957381035618236,1.04262815523479,"leaf"
"Fun_032",0.943526923911973,88,"Rarefaction",2,5.04804914829009,4.6781130199543,5.41798527662588,"leaf"
"Fun_032",0.976525070656513,175,"Rarefaction",2,5.16758425511124,4.7756344478379,5.55953406238458,"leaf"
"Fun_032",0.986647104778764,263,"Rarefaction",2,5.20933306975198,4.81069062027145,5.60797551923251,"leaf"
"Fun_032",0.991490902808067,350,"Rarefaction",2,5.23022041152816,4.82821995215962,5.63222087089669,"leaf"
"Fun_032",0.994297383846622,437,"Rarefaction",2,5.24287198237416,4.83832563891005,5.64741832583827,"leaf"
"Fun_032",0.996100778118845,525,"Rarefaction",2,5.25143792598382,4.84467945137825,5.6581964005894,"leaf"
"Fun_032",0.997298851130171,612,"Rarefaction",2,5.25750182132041,4.84888891969243,5.66611472294839,"leaf"
"Fun_032",0.998133655981316,699,"Rarefaction",2,5.26206546652534,4.85197196318091,5.67215896986978,"leaf"
"Fun_032",0.998732586554202,787,"Rarefaction",2,5.2656606868967,4.85457069529743,5.67675067849597,"leaf"
"Fun_032",0.999155990703096,874,"Rarefaction",2,5.26850684723517,4.85664999821178,5.68036369625855,"leaf"
"Fun_032",0.999458338481854,961,"Rarefaction",2,5.27083996889999,4.85861730718528,5.68306263061471,"leaf"
"Fun_032",0.999672668655369,1049,"Rarefaction",2,5.27280781480139,4.86027064456874,5.68534498503405,"leaf"
"Fun_032",0.999816205725333,1136,"Rarefaction",2,5.27445472736385,4.86172929954621,5.68718015518149,"leaf"
"Fun_032",0.99990830484689,1223,"Rarefaction",2,5.27586814894941,4.86305027992189,5.68868601797693,"leaf"
"Fun_032",0.999962612138065,1311,"Rarefaction",2,5.27710759893067,4.86427618716703,5.68993901069431,"leaf"
"Fun_032",0.999989181653452,1398,"Rarefaction",2,5.27818004376296,4.86540259310302,5.6909574944229,"leaf"
"Fun_032",0.999998678563882,1485,"Rarefaction",2,5.27912719122345,4.86646811299193,5.69178626945498,"leaf"
"Fun_032",1,1574,"Observed",2,5.27998806529986,4.86777188630551,5.69220424429421,"leaf"
"Fun_057",0.0735162754776545,1,"Rarefaction",0,1.00001628727124,0.976302980819619,1.02372959372286,"leaf"
"Fun_057",0.92958079006825,216,"Rarefaction",0,43.3822710362313,41.5940317568805,45.1705103155822,"leaf"
"Fun_057",0.96966336921917,432,"Rarefaction",0,53.3106788638856,51.3777031129546,55.2436546148165,"leaf"
"Fun_057",0.982591766625965,648,"Rarefaction",0,58.2735819004903,56.338459112206,60.2087046887746,"leaf"
"Fun_057",0.988731708655256,863,"Rarefaction",0,61.2922386520871,59.4177780466024,63.1666992575718,"leaf"
"Fun_057",0.99229926102497,1079,"Rarefaction",0,63.311690792526,61.5217339442083,65.1016476408437,"leaf"
"Fun_057",0.99458424637693,1295,"Rarefaction",0,64.7126612533473,63.0167422477774,66.4085802589172,"leaf"
"Fun_057",0.996139295892772,1511,"Rarefaction",0,65.7051720391697,64.1082884563891,67.3020556219503,"leaf"
"Fun_057",0.997232817900494,1726,"Rarefaction",0,66.411696295084,64.9140340426808,67.9093585474872,"leaf"
"Fun_057",0.998025617900991,1942,"Rarefaction",0,66.9196230596929,65.5182283853258,68.32101773406,"leaf"
"Fun_057",0.998603289323134,2158,"Rarefaction",0,67.2807308233571,65.9670021035787,68.5944595431355,"leaf"
"Fun_057",0.999023731833471,2373,"Rarefaction",0,67.5336838590664,66.2528187134799,68.8145490046529,"leaf"
"Fun_057",0.999331824236012,2589,"Rarefaction",0,67.7096717974119,66.3699053345116,69.0494382603123,"leaf"
"Fun_057",0.999554977337497,2805,"Rarefaction",0,67.8286991154597,66.4059995552379,69.2513986756814,"leaf"
"Fun_057",0.999715219837674,3021,"Rarefaction",0,67.906629975676,66.326668458785,69.4865914925671,"leaf"
"Fun_057",0.999828649353167,3236,"Rarefaction",0,67.9550188037948,66.2216524442031,69.6883851633865,"leaf"
"Fun_057",0.99990864300098,3452,"Rarefaction",0,67.9829095109006,66.1210528271277,69.8447661946734,"leaf"
"Fun_057",0.999963637658689,3668,"Rarefaction",0,67.9963460369972,66.0380305387806,69.9546615352139,"leaf"
