,Kingdom,Phylum,Class,Order,Family,Genus,Species
cb6129f86fb8626fe960499435dbd788,d__Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae,NA
c05299eac0561e48f69e7032f733603c,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,uncultured_Crater
a98b168e57f51c076b85bcc8faf9edd0,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c261d8858c7c1a2dd670277ba5842b9a,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
f85331f30ceaa0af343e1c5d77c584da,d__Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
a1071998f16bf362054c6bb72d1671f5,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
fcd5a37af34ca126bd5115bb7d9b70be,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
fe9ec649fca1830689324540665f137f,d__Eukaryota,Arthropoda,Insecta,Plecoptera,Plecoptera,Plecoptera,Bolotoperla_rossi
fe9c2ebb07c5b0dfb3cb2599351008cb,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
f307d1da0ffcab2164c468cef55815ab,d__Eukaryota,NA,NA,NA,NA,NA,NA
ced0ad763119145a3af9146db62eea17,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
f0aabab39e4ab499c8908cfc0f5c0581,d__Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
a4172ae561aeb9f4c6672424004a6518,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
f65ed4629d96d1fb498494b5c107ca8d,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Encyonema,uncultured_Encyonema
f4a99d51913edeeba959082b8acd1e04,d__Eukaryota,Chlorophyta,Chlorophyceae,Chlorophyceae,Chlorophyceae,Chlorophyceae,NA
ee941562bd1221a5a3e03cd72d4edd76,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_Crater
de747969d9271c40cbe5773268fda76b,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
a3da99c83c706b8b9592019fdceb729d,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Encyonema,uncultured_Encyonema
fa3109a45c2ef061b9283da4ce7ad4c9,d__Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadia,Desulfuromonadaceae,NA,NA
e2ab8a6b08f8b99bca765763ee9b0d40,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
b22f23f5de0806d9d25bd9392cebb4d9,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ba98d6847821b938ad707e74fc5f9336,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
d398a3cdb5bd77aa1ad2064133151963,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,uncultured,uncultured_Alphaproteobacteria
f7bdde3f07f7ee15c1fde09bfac94a0e,d__Eukaryota,Apicomplexa,Conoidasida,Gregarinasina,Eugregarinorida,Ascogregarina,NA
c83f07becec41dc1f7adc383b7ea617e,d__Eukaryota,Apicomplexa,Conoidasida,Gregarinasina,Eugregarinorida,Ascogregarina,NA
e578e7b22331edfc1681c5b946b8b8c4,d__Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae,Hydrurus_foetidus
cdb80b2559e0cdb77c2a244971a09bb3,d__Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
dc12d0ffb5e401ef30462a9528072bb2,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.
af6abaa826f375f330fbe66ac9f32e1b,d__Eukaryota,Centrohelida,Centrohelida,Centrohelida,NA,NA,NA
b07980b7685d66267bf8bbbe843cdddb,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
df59034d1b2e63c0806925d55ee44dcc,d__Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
fed7190db2184d5513659f6e65aa8db8,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
a1704e4d1e31f5c97829248fda05f383,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
c1d59bb1b6008287d9f094e8f8f791b9,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ba160fc6d36c9262d157389511c6b40d,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
bec0b04ceb6952f5f2fa16f9c382ed22,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter_vanneervenii
d4792baea74f163a8c19ece4a0840380,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
a640501c6c5f7e0ac70ea746313e919d,d__Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
ccc720a3e12bb96378801466c449705a,d__Eukaryota,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Mychonastes,NA
ed7d68e41fd36cb96dd8ea5e2095456c,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
e07b36d1756357d3b91f392607807169,d__Eukaryota,Arthropoda,NA,NA,NA,NA,NA
c803aecf333b07319f00472e21551e2b,d__Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae,Helotiales_sp.
ca740287010205d70a67eb634133ec64,d__Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,Bdellovibrionales_bacterium
b0bf5302cdb815c07c540228cde88576,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
f4cc9b6384b6e852e2f0d40c07049bbb,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
e5dc441cff2cfb36c5cb9302eac1f9da,d__Eukaryota,Diatomea,NA,NA,NA,NA,NA
dc595bb58c5ebb8ed1f831c315d592dd,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
dd4d90a08b1674958449c9251535bb87,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
c58e9ed71f7e2830297b1e5036c31fab,d__Eukaryota,Gastrotricha,Gastrotricha,Chaetonotida,Chaetonotida,Chaetonotida,Halichaetonotus_schromi
bcea5587df4b14c88227cc20392cd8e3,d__Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae,NA
b7ee19bb90dd226cbd04501c709b778c,d__Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_sludge
fcf9d83b993b3b344c0bd0818f7b376a,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c617f0c48033f63674bf0127c3038d92,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
d2242e9c141882df9145fd0741f59cf0,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
f247f95d4cba3850e771faaaebb5097a,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
deda746b530b4439943f0f227865f190,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
c5e4aaa5553ff868839a4df68e200151,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Gomphonema,NA
fef8d2fc3a943cea2e6f3c8656268918,d__Eukaryota,NA,NA,NA,NA,NA,NA
ca1ed7317030c72ab61979380079ae5b,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c256d8b9bffc46c99cba83bc47392739,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
f6248d899683e4fdeef35d5eef03252e,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_Crater
b39fe26c5ad0a2ce9ca75812b611cc7b,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,NA,NA
a889e6e5168140ddd6f02eaa2400f4bf,d__Eukaryota,Euglenozoa,Kinetoplastea,NA,NA,NA,NA
be478af9006aeec31aafe512aa421805,d__Eukaryota,Chlorophyta,Chlorophyceae,Chlorophyceae,Chlorophyceae,Chlorophyceae,NA
a03922fda32f19195b6fea6f7b203678,d__Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_sludge
e1bcd03873d0794e96eec7af8cf86ca3,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ff660bfdcbc068433f72f513c2fc9152,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
b51b2e23066c144a0ecd8ecc5952d766,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
e88fa8d9696e376a1a285fd17db058e5,d__Eukaryota,NA,NA,NA,NA,NA,NA
a29f59f6329b6f1c84415d48916090c6,d__Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,NA,NA
d40c0303ac8904678d54a574619f15a7,d__Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
bde441684be7a99345fedb0d3fbc6716,d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio_exovorus
b3aaa5c4e66d314c39997e428c6b7c0b,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
f9466f902f5d76e6efd19efc32be15e4,d__Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
a2b5684407f8911eee73865f9c354a31,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter_vanneervenii
c519aa8dca96ed80bb2e32c1196f7c85,d__Eukaryota,Vertebrata,Mammalia,Mammalia,Mammalia,Mammalia,NA
d1a7062b96b95b5396b70756c36055ee,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,NA
c4b31199fed9f9def0baa7b15a39a302,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,NA,NA
cfa27a9d55b05309576254610eb8a827,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
d7fc201d990b799a6199484ed1d8cc71,d__Eukaryota,NA,NA,NA,NA,NA,NA
d75ce078cdcb8632a3a14e8c35737b61,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,NA,NA,NA
ef015ff04531f517abd67f8a32af797f,d__Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae,uncultured_Hydrurus
ea1edc26dae16ac030b951b8ea06e7d9,d__Eukaryota,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
dc724f18fff564f6c9b589e02678cbbe,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
a8ecf0c6acad6ad7d10742a32eb75c03,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,uncultured_Alphaproteobacteria
dd8fbaec05074f64a798915b0d8f01c9,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
a56b2c49a34b5129fcbee9827a096631,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
e303e5417aa3fb292440e15eb502e5a1,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
b2c1c355971bc270b73439ef6f76a033,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
c926bebb0d808cbd9de05253143aa1f5,d__Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
dfdc44f5d6cafd3ae6e714d32f0053e4,d__Eukaryota,Cryptomycota,LKM11,LKM11,LKM11,LKM11,invertebrate_environmental
d2da08abf25f21ad483e8c45bc48bfa5,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
da9c0a8037f9a211d44856bc527d048e,Unassigned,NA,NA,NA,NA,NA,NA
e0633d41e3c1d3a49c2077b04aa21479,d__Eukaryota,NA,NA,NA,NA,NA,NA
a151e8224754c2b8339d235ec8cd8c97,d__Eukaryota,Euglenozoa,Kinetoplastea,NA,NA,NA,NA
a563f581cc74bb6ca6781a044098d5d6,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.
f974f08d36592cf0016136f89a7b3282,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
d808be29304862bf408083d6a6ca674b,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
e46f40100314687e86311a7532eb47d4,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.
f34afa708ef9ddf5c6dbcee0bb0838c4,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ac130a87e48f91c02ff63628abafab70,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,NA,NA
f39601a03b448cbe30505346d28eb974,d__Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
dd3465d13b557293c538be306baa0a7e,d__Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiales,Rhizophydiales,uncultured_Chytridiomycota
cf43c25a3c9707c8d01e0335247ff2ae,d__Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
e436209d2d2e41b312a552b6d7d0d7a5,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,NA,NA
ed6c6a552e71f1d897b8de418d6af108,d__Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA
b5b994bf814fb4503ea084c2a0f84bc6,d__Eukaryota,Euglenozoa,Kinetoplastea,Neobodonida,Neobodonida,Neobodonida,Rhynchobodo_sp.
dcc783eff36db141d831769ba1c98ae9,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ac5b4309c17ef912f81df3c8aaa12ec3,d__Eukaryota,Rotifera,Bdelloidea,Adinetida,Adinetida,Adinetida,NA
b5e7baf37bd2b12dc3814bc561ea7990,d__Eukaryota,Euglenozoa,Kinetoplastea,Neobodonida,Neobodonida,Rhynchomonas,Thalassiosira_rotula
ba52527e4da2eeb1426f7210e3a016f7,d__Eukaryota,Euglenozoa,Kinetoplastea,Neobodonida,Neobodonida,Neobodonida,Rhynchobodo_sp.
f3ba882a19759000a10f369cf899403a,d__Eukaryota,Vertebrata,NA,NA,NA,NA,NA
d4d8f7ff359148ae150912868f59c66a,Unassigned,NA,NA,NA,NA,NA,NA
e90e01b901b919b32e9bed5225b14519,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.
f8c80ef32e5ee76774b25cbd7bba4a01,d__Eukaryota,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Mychonastes,uncultured_Chlorophyta
e0e31b48537788ff5e9e0985e42c4f7e,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,Verrucomicrobia_bacterium
e84cdf2de1f23cd2f2ff97f01672bfb4,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
f5bf0e7b1ebb90dc250b3244f7380dac,d__Eukaryota,Ciliophora,Postciliodesmatophora,Heterotrichea,Heterotrichea,Stentor,Stentor_roeselii
c10d38ad5c75866bfead97c456e9a05f,d__Eukaryota,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Mychonastes,uncultured_Chlorophyta
beaaf2c249c0253ab5641aed4f6b335d,d__Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,NA,NA
a37ae300805533aa65048cf7cd791d4a,d__Eukaryota,Ciliophora,Postciliodesmatophora,Heterotrichea,Heterotrichea,Stentor,Stentor_roeselii
db963588a99dfa3aedada81bca9f80ca,d__Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,uncultured_freshwater
bd25a0d36e557c26bba8f98148774e48,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
ab1cbfa8a726da049fa17b9b03956393,d__Eukaryota,Nematozoa,Chromadorea,Monhysterida,Monhysterida,Monhysterida,Tridentulus_sp.
e4fa5f572e554023418794813d845a4f,d__Eukaryota,Apicomplexa,Conoidasida,Gregarinasina,Eugregarinorida,Ascogregarina,NA
a0fe382008bb3c6034efb1bc897f55c3,d__Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae,NA
d4cb48f8b6b524c7cb2248f89b15292c,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c79eb5fb14340eb3207c40489b5530dd,d__Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
f1f4a9050183c4c7cbb0db84ebb13c1f,d__Eukaryota,Arthropoda,Insecta,Trichoptera,Trichoptera,Trichoptera,Potamyia_flava
bdd0bdd1ed287c001193bef21c6aa065,d__Eukaryota,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,NA
fa4af9b6ba79f334c6c3ea949c81de29,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
c14e4d020aa1ca22ca7b63f4876e7d4b,d__Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ac1ef75cabaee0c796757d508ec6a22b,d__Eukaryota,NA,NA,NA,NA,NA,NA
c2b90e0e66531d366e62d3949ae98bd3,d__Eukaryota,Euglenozoa,Kinetoplastea,NA,NA,NA,NA
d6d6e83ea468549eafeb07e0f0a1f2cb,d__Eukaryota,NA,NA,NA,NA,NA,NA
c9dcfcd8ab2c97a5e2f1da7b0ee0cf49,d__Eukaryota,NA,NA,NA,NA,NA,NA
db5d01e3ac4f4a91d2b0313721477113,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
d173d4dc22570d64946d7b718c72920f,d__Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
acd699c075eeec759e0f35d517773a3f,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,uncultured,uncultured_Alphaproteobacteria
fd62c3561038c5db3e977bf1fcaf778d,d__Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
a9682ee9afcff1536e7ebbab41486141,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
cdabc22573f8a3ee36748f1777ce3b28,d__Eukaryota,Rotifera,Monogononta,Ploimida,Ploimida,Ploimida,NA
a5a4c40459b25fecd9c24fe5b286a926,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ac0e3126aebc0dcec99d36c982504223,d__Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
a59fb64aa506df0c14296321ccc0895d,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
d05b97358228ab26fb83f3d15461f01e,d__Eukaryota,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Mychonastes,NA
be543b2b23eb975af25d45afce2f6e82,d__Eukaryota,Ciliophora,Postciliodesmatophora,Heterotrichea,Heterotrichea,Stentor,uncultured_ciliate
ef95d29776149b2285f821cde397b9d2,d__Eukaryota,NA,NA,NA,NA,NA,NA
b1d7b1d7b3a742461bcedbf3047c05fe,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella_atlantae
ee1021777fc608911cef5927fffb5c76,d__Eukaryota,Ochrophyta,Chrysophyceae,NA,NA,NA,NA
e7deebb12960da3ee0a70908cddaee22,d__Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
a4c75944aa69ec57c596aae1afd89e63,d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia,NA
a1c041bf3bb000a1ee9818ac60435bc9,d__Eukaryota,NA,NA,NA,NA,NA,NA
bbea0dc1d5acea1cb0d9fd2ba91b2330,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,NA,NA
ccf1d162c93518d75cbe099f0d2a24fb,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
ad9f44ae1a1e4ee98681854b40bd92aa,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c73fe6695f40378b866fec6e9c47b8f0,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
cc6bf5c7711db1b71fe41aae098f3772,d__Eukaryota,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Mychonastes,uncultured_Chlorophyta
ce05f77e126e204a99d1762019d83aea,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Sellaphora,NA
c20f4fae7361b8a1bf61838e10febbf9,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ae043520dccdda77903c8a2c71a754ec,d__Eukaryota,NA,NA,NA,NA,NA,NA
f6c8f1bd6d7f4bea4e5c25955c7a666b,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,NA,NA,NA
be10c26b49c57837027050eb5e95eb03,d__Eukaryota,Centrohelida,Centrohelida,Centrohelida,NA,NA,NA
ee3665e29f4beabd52381366a4af6094,d__Eukaryota,NA,NA,NA,NA,NA,NA
e005b1d4b739fb33249cdd2f249a5918,d__Eukaryota,Chlorophyta,Chlorophyceae,Chlorophyceae,Chlorophyceae,Chlorophyceae,Aphanochaete_sp.
ccd4ca92955e0d555d38e3a6db8ede6a,d__Eukaryota,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,Chloroidium_saccharophilum
b8f5a6008ebf2e4b57a32afcff5a606f,d__Eukaryota,Chlorophyta,Ulvophyceae,Ulvophyceae,Ulvophyceae,Ulvophyceae,Hazenia_basiliensis
b712ee7accaf4ecfef266c63a4e33095,d__Eukaryota,Euglenozoa,Kinetoplastea,NA,NA,NA,NA
fef40180a693803bee070342938de592,d__Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Hemiophrys,NA
bc71b55dd80099a2e098efa4c30c3146,d__Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,NA,NA
c5dd518ce9ca664619edd4b15e9f5481,d__Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,NA,NA
fcc8945bba62c8d2a7ed8839b7cec5de,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
e6efe17f24d4ca1567ff572dea7a6787,d__Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
a7e24d46d4520ad734b1b04d47341fd8,Unassigned,NA,NA,NA,NA,NA,NA
be9868649e32dd78352b442b9ebc6e8f,d__Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome
ae314c7359d9354931344387699b30e0,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
b66f9dd886d0938dd76b56a5ff1638b0,d__Eukaryota,Arthropoda,Insecta,Trichoptera,Trichoptera,Trichoptera,NA
